id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_396,127,242,105,364,428,101,210,172,97,82,129,233,213,272,122
sample_397,129,239,105,362,426,107,210,164,112,82,129,239,209,268,122
sample_398,119,239,105,370,424,107,215,176,106,86,125,233,209,268,124
sample_399,123,236,105,370,424,104,210,176,100,80,123,242,209,268,124
sample_400,125,239,109,370,428,104,215,159,97,80,125,239,213,262,124
sample_401,129,236,101,366,428,104,210,164,109,82,125,242,205,266,122
sample_402,119,233,105,372,424,107,210,172,97,86,127,236,209,268,124
sample_403,121,236,101,372,424,104,210,172,106,80,125,242,209,268,124
sample_404,125,245,105,372,428,110,210,164,100,84,127,236,209,262,122
sample_405,123,239,105,372,422,104,210,164,109,82,121,239,209,268,124
sample_406,121,239,109,372,426,107,215,168,100,78,127,239,213,261,124
sample_407,127,239,105,370,424,110,210,172,106,84,123,236,213,268,122
sample_408,127,242,109,364,428,104,210,168,97,82,125,239,213,272,122
sample_409,125,239,109,370,428,101,215,168,103,82,125,239,213,264,124
sample_410,119,233,105,361,422,107,210,176,103,84,119,242,201,272,124
sample_411,125,239,101,368,428,110,210,164,109,82,125,245,209,270,122
sample_412,125,233,109,370,426,101,215,172,100,82,127,239,205,262,122
sample_413,125,239,109,370,424,101,215,172,103,82,127,239,213,264,124
sample_414,125,239,105,372,426,101,215,168,100,78,127,236,205,261,124
sample_415,125,239,105,372,424,104,215,159,106,86,125,239,209,268,122
sample_416,119,242,105,372,424,98,210,172,97,84,121,236,209,268,124
sample_417,127,242,101,372,428,104,210,164,103,80,125,245,209,268,124
sample_418,123,242,105,372,424,107,210,168,100,80,119,236,209,270,122
sample_419,125,239,105,372,428,101,215,164,106,78,125,239,205,261,124
sample_420,129,245,105,372,426,101,215,164,112,82,127,242,209,272,124
sample_421,129,239,105,372,424,107,215,172,106,80,123,233,209,270,124
sample_422,127,242,105,372,424,104,210,164,109,84,125,242,213,270,122
sample_423,125,239,105,368,424,101,215,172,97,80,127,233,209,262,124
sample_424,125,239,113,370,422,101,215,164,100,78,129,239,205,264,124
sample_425,119,233,109,361,422,110,210,172,97,84,119,245,201,270,124
sample_426,119,239,101,368,422,98,210,172,106,86,121,239,213,268,122
sample_427,125,239,105,370,426,104,215,168,106,80,125,239,209,264,124
sample_428,129,242,101,372,428,104,210,164,109,82,127,245,213,272,122
sample_429,129,245,101,370,426,107,210,164,112,82,129,242,213,262,124
sample_430,121,233,105,361,422,110,210,176,100,84,119,242,201,270,124
sample_431,129,245,109,372,428,107,215,164,109,82,129,236,205,272,124
sample_432,127,236,109,372,424,101,210,168,106,86,123,236,213,266,122
sample_433,121,233,109,368,428,104,215,164,100,80,129,239,213,261,124
sample_434,119,236,109,372,424,98,210,168,106,84,125,239,209,268,124
sample_435,127,233,101,366,428,101,215,164,106,82,127,236,205,268,122
sample_436,129,239,113,372,428,107,215,164,100,80,125,233,205,261,124
sample_437,121,236,113,372,424,101,215,172,112,86,119,233,209,268,122
sample_438,119,233,105,361,422,110,210,172,97,84,121,245,201,270,124
sample_439,123,239,105,368,422,110,215,172,103,86,125,233,209,268,124
sample_440,125,242,109,372,428,107,210,164,106,82,127,236,209,272,122
sample_441,123,239,105,372,424,110,210,176,106,86,125,233,213,268,124
sample_442,127,239,105,372,424,101,215,172,103,78,127,239,209,262,124
sample_443,119,233,105,361,422,107,210,172,97,84,121,245,201,270,124
sample_444,125,239,105,372,428,101,210,172,100,80,129,239,209,261,124
sample_445,129,245,101,368,424,104,215,164,109,82,127,242,209,270,122
sample_446,125,236,105,364,428,110,210,164,109,84,129,233,213,270,122
sample_447,127,242,101,364,426,104,215,164,106,82,127,242,213,272,122
sample_448,121,239,113,368,424,110,210,176,106,80,123,239,209,268,124
sample_449,129,245,105,372,424,101,215,168,97,80,125,233,205,261,124
sample_450,121,239,109,372,428,104,215,168,103,80,127,239,205,261,124
sample_451,129,236,109,364,428,104,210,164,109,82,127,233,205,272,122
sample_452,123,242,113,368,424,104,210,172,109,84,121,239,209,268,124
sample_453,129,239,109,362,428,107,210,164,109,82,125,233,209,264,122
sample_454,119,236,105,372,424,104,210,164,100,86,125,236,209,270,122
sample_455,121,236,113,372,424,107,210,176,106,86,123,239,213,268,124
sample_456,121,236,109,372,426,104,215,168,97,80,125,239,205,261,124
sample_457,121,233,105,361,422,107,210,176,103,84,119,245,201,272,124
sample_458,127,236,101,364,428,110,215,164,109,82,127,245,209,272,124
sample_459,129,239,109,372,428,101,215,176,100,78,125,245,213,264,124
sample_460,127,245,105,364,428,107,210,164,109,80,125,245,209,272,122
sample_461,127,239,101,370,428,110,210,159,112,82,129,245,213,272,122
sample_462,127,239,113,372,422,104,210,172,112,82,129,242,209,268,122
sample_463,127,245,109,372,428,98,210,159,106,82,127,245,209,272,122
sample_464,125,245,101,362,428,107,215,164,109,82,125,236,213,272,122
sample_465,127,239,105,372,424,98,215,159,109,80,119,239,213,268,124
sample_466,123,242,105,372,424,110,215,172,106,86,121,239,209,268,124
sample_467,125,239,113,372,428,107,215,176,97,82,125,239,209,261,124
sample_468,129,242,105,372,424,107,210,164,106,86,125,236,209,268,124
sample_469,125,233,113,370,428,107,215,164,97,78,125,239,205,261,124
sample_470,127,239,109,372,426,104,215,172,100,80,125,233,213,261,124
sample_471,119,242,113,366,424,98,215,168,106,86,121,239,209,268,122
sample_472,129,239,113,372,422,101,215,172,103,78,123,239,209,261,122
sample_473,129,245,109,364,428,107,210,164,103,82,125,242,209,272,122
sample_474,125,239,109,372,426,101,215,168,100,78,129,236,205,261,124
sample_475,127,242,105,364,428,104,210,164,109,82,127,233,213,272,122
sample_476,127,239,101,370,428,101,210,164,109,82,125,239,209,270,124
sample_477,121,236,109,370,424,107,210,159,106,82,129,236,209,268,122
sample_478,125,242,105,370,422,101,215,168,97,80,123,239,205,261,124
sample_479,125,245,105,362,426,107,210,172,112,84,129,242,213,272,122
sample_480,129,239,105,372,424,98,215,172,106,86,119,233,209,268,124
sample_481,127,233,105,372,428,107,210,164,103,82,127,242,213,262,122
sample_482,127,233,101,370,428,104,210,164,109,82,127,242,213,272,124
sample_483,129,245,101,364,428,101,210,172,112,82,125,242,209,270,122
sample_484,121,239,109,372,424,101,215,172,100,78,127,239,213,262,124
sample_485,121,236,109,370,424,107,210,164,106,86,121,236,209,268,124
sample_486,125,242,101,364,428,104,210,164,109,82,125,245,213,264,122
sample_487,123,236,105,372,424,101,210,172,112,80,121,236,213,266,124
sample_488,125,245,105,366,428,107,210,164,109,82,129,242,213,272,122
sample_489,121,233,105,361,422,110,210,176,97,84,119,242,201,270,124
sample_490,129,239,109,370,426,101,215,168,100,78,125,239,209,262,124
sample_491,121,233,105,372,422,107,210,159,103,84,125,239,209,268,124
sample_492,119,233,105,362,422,107,210,176,97,84,119,242,205,270,124
sample_493,125,239,109,372,424,101,215,168,100,78,127,239,209,262,122
sample_494,127,245,105,372,428,104,215,172,109,84,127,245,209,272,122
sample_495,119,236,113,370,424,107,210,159,106,86,121,236,213,268,124
sample_496,125,236,105,372,424,104,215,168,106,80,129,242,213,261,122
sample_497,119,233,105,362,422,110,210,176,97,84,119,245,205,270,124
sample_498,123,236,113,372,424,98,210,168,100,86,121,233,213,270,124
sample_499,125,245,105,372,428,104,210,164,109,82,125,242,213,262,122
sample_500,129,239,109,372,424,107,210,172,106,86,121,233,209,268,124
sample_501,121,233,105,361,422,110,210,176,103,84,119,245,205,270,124
sample_502,127,239,105,370,428,98,210,164,97,82,125,242,213,270,122
sample_503,125,242,101,364,428,110,210,159,109,82,127,242,213,268,122
sample_504,125,233,113,372,426,101,215,172,103,78,127,239,205,261,124
sample_505,127,239,113,372,426,101,215,168,100,80,123,239,205,264,124
sample_506,125,242,101,372,428,104,210,164,106,82,129,242,213,270,122
sample_507,123,239,113,370,422,101,215,168,106,78,127,236,205,261,124
sample_508,125,245,109,364,428,107,215,164,109,82,125,236,213,268,122
sample_509,121,239,105,372,424,107,210,176,100,86,123,236,209,268,122
sample_510,123,236,109,372,424,107,210,176,97,86,129,239,209,268,122
sample_511,129,239,105,370,426,101,215,164,100,78,127,239,209,264,124
sample_512,129,236,113,372,424,107,210,164,97,82,127,236,213,268,124
sample_513,127,236,101,364,428,107,210,164,109,82,127,245,213,270,122
sample_514,125,239,109,370,422,101,215,164,100,78,125,239,205,261,124
sample_515,129,245,105,364,424,101,210,168,100,82,129,245,213,272,122
sample_516,127,239,113,370,426,107,215,164,103,80,123,239,213,261,124
sample_517,127,236,101,372,424,107,215,172,109,86,121,236,209,268,124
sample_518,119,233,105,361,422,110,210,176,97,84,119,245,201,270,124
sample_519,125,239,105,368,426,107,215,168,97,78,123,239,209,261,122
sample_520,121,239,109,370,428,104,215,168,100,82,125,245,209,264,124
sample_521,129,236,109,372,428,107,210,164,109,80,129,245,213,272,124
sample_522,127,233,109,372,428,101,210,164,106,80,125,245,213,266,124
sample_523,129,245,105,372,428,98,210,159,112,82,127,242,209,272,122
sample_524,127,239,105,372,424,107,215,168,100,80,127,239,209,261,124
sample_525,119,233,105,361,422,110,210,172,97,82,119,245,201,270,124
sample_526,123,239,109,372,422,107,210,168,109,86,121,239,209,268,122
sample_527,123,239,105,370,426,104,210,172,100,82,127,239,213,261,122
sample_528,127,239,109,370,426,101,215,168,106,78,129,233,209,264,122
sample_529,129,239,109,372,424,110,210,172,106,86,125,239,213,268,124
sample_530,125,233,101,368,428,104,210,172,109,82,129,242,213,272,122
sample_531,125,239,105,372,424,104,210,172,112,86,125,239,209,268,124
sample_532,125,245,101,366,426,104,210,164,100,82,127,242,213,272,122
sample_533,121,239,109,366,424,107,210,172,103,86,123,242,213,268,124
sample_534,123,242,109,370,428,104,215,168,97,78,127,239,205,262,122
sample_535,119,233,105,362,422,110,210,176,97,82,119,242,201,270,124
sample_536,125,239,109,366,424,101,215,168,106,84,119,236,209,268,124
sample_537,119,233,105,361,422,110,210,176,97,84,119,242,201,270,124
sample_538,127,245,105,372,428,104,210,164,109,82,127,245,213,264,122
sample_539,125,239,105,372,426,101,215,168,106,80,125,239,205,264,124
sample_540,129,245,105,364,428,104,210,164,103,82,127,245,213,262,122
sample_541,129,236,105,366,424,98,215,164,100,82,127,233,209,268,124
sample_542,119,233,105,361,422,107,210,176,97,84,119,245,205,270,124
sample_543,127,233,105,372,424,107,210,172,97,84,123,239,209,268,124
sample_544,123,239,105,368,422,101,215,168,97,78,123,233,205,261,124
sample_545,125,245,101,368,428,107,210,164,106,82,129,239,213,272,124
sample_546,125,245,101,364,428,104,215,164,112,82,129,245,209,272,122
sample_547,119,233,109,372,424,107,210,172,103,80,125,239,209,270,124
sample_548,129,239,105,370,426,101,215,172,100,80,125,245,205,262,124
sample_549,123,236,109,372,424,104,210,172,97,82,121,236,209,268,124
sample_550,127,239,109,364,428,104,215,164,109,80,127,245,205,270,122
sample_551,119,239,105,372,424,98,210,172,106,84,125,236,209,268,124
sample_552,123,242,113,372,424,107,215,164,106,84,125,236,209,268,124
sample_553,129,242,105,370,428,101,215,172,103,82,125,239,205,261,124
sample_554,123,236,109,372,424,104,210,176,109,84,123,239,209,268,124
sample_555,127,245,101,372,428,98,210,164,103,80,125,245,209,272,122
sample_556,129,239,109,368,428,101,210,176,106,78,127,242,209,261,124
sample_557,125,239,109,372,426,101,215,168,100,80,125,236,205,264,124
sample_558,125,239,109,368,424,107,210,159,109,82,125,236,209,268,124
sample_559,121,239,113,372,426,107,215,172,103,80,125,239,205,264,124
sample_560,119,233,105,370,424,104,215,172,100,84,123,239,209,268,124
sample_561,129,242,105,370,428,107,210,164,112,80,125,245,209,272,122
sample_562,125,233,113,366,424,107,210,172,109,84,121,239,213,268,124
sample_563,123,236,113,372,424,107,210,172,109,84,123,233,209,266,124
sample_564,125,242,101,364,428,98,210,164,106,82,125,245,209,262,124
sample_565,125,236,105,364,428,107,215,164,109,80,127,239,213,272,124
sample_566,129,242,109,370,428,101,215,164,106,82,129,242,209,272,122
sample_567,127,239,109,372,428,98,215,164,106,82,125,245,209,268,122
sample_568,125,245,105,364,426,107,210,164,103,82,129,245,213,272,122
sample_569,127,236,105,372,424,107,210,176,106,82,127,236,209,268,124
sample_570,119,236,109,372,424,107,210,164,106,86,125,236,209,268,124
sample_571,129,245,105,366,428,104,210,164,97,84,127,245,213,266,124
sample_572,121,236,113,372,424,104,210,164,112,86,123,239,209,268,124
sample_573,119,239,109,366,424,107,210,176,103,80,121,242,209,268,122
sample_574,129,239,105,370,426,101,215,172,97,80,127,239,205,261,124
sample_575,123,239,113,370,424,107,215,168,97,80,125,245,205,264,124
sample_576,129,245,109,362,428,101,210,164,109,82,125,245,213,268,122
sample_577,121,233,105,362,422,110,210,172,97,84,119,245,201,270,124
sample_578,123,239,101,370,424,107,215,168,106,86,125,233,209,268,124
sample_579,125,239,113,372,422,101,215,172,100,82,125,239,205,262,124
sample_580,123,239,101,372,424,104,210,172,112,80,119,233,209,268,124
sample_581,125,242,109,366,428,104,210,164,103,82,129,242,209,272,122
sample_582,129,233,113,372,424,107,210,172,109,80,125,233,209,270,124
sample_583,125,236,105,366,426,104,210,164,109,82,127,236,209,268,124
sample_584,125,236,109,372,422,104,215,172,109,82,125,239,209,266,124
sample_585,125,239,109,368,422,101,215,172,97,78,125,239,213,262,124
sample_586,121,233,105,361,422,110,210,176,97,84,121,245,201,270,122
sample_587,129,245,109,368,428,98,215,172,106,78,125,233,213,261,122
sample_588,129,233,105,368,428,104,210,164,109,82,127,242,205,272,122
sample_589,129,245,109,370,426,104,210,168,112,80,127,245,213,262,122
sample_590,127,245,101,372,426,98,210,164,109,82,127,239,213,272,122
sample_591,129,242,101,372,428,110,210,164,100,82,127,242,205,272,122
sample_592,127,245,105,372,428,98,215,164,109,84,125,242,213,272,122
sample_593,119,239,105,372,424,107,210,172,109,82,121,239,209,268,124
sample_594,127,239,109,370,426,107,215,168,100,80,127,233,209,264,122
sample_595,121,239,113,372,422,107,210,172,106,82,121,239,209,268,124
sample_596,129,239,109,372,422,101,215,168,106,78,123,239,205,261,124
sample_597,129,242,109,372,424,104,210,172,109,86,125,236,209,268,122
sample_598,119,233,109,361,422,110,210,176,97,84,119,245,201,270,124
sample_599,121,239,105,366,424,107,215,164,109,86,119,233,209,268,122
sample_600,127,233,105,372,426,104,215,168,106,82,129,236,209,262,124
sample_601,121,233,105,362,422,107,210,176,97,82,121,245,201,270,122
sample_602,127,233,109,370,428,104,215,172,103,78,125,239,205,261,124
sample_603,125,242,101,364,428,107,210,164,109,82,127,233,213,262,122
sample_604,127,239,105,364,426,107,215,164,97,84,125,245,209,272,122
sample_605,129,239,113,372,422,101,215,168,106,82,123,239,205,264,124
sample_606,129,236,105,372,424,104,215,168,100,86,125,233,213,266,124
sample_607,119,233,105,361,422,110,210,172,97,84,119,245,201,272,124
sample_608,125,239,105,370,424,101,215,168,97,80,125,239,205,261,124
sample_609,129,242,109,364,428,98,210,159,112,82,127,245,213,266,122
sample_610,129,242,105,370,428,104,215,159,109,82,125,233,209,272,122
sample_611,127,233,113,370,428,98,215,172,100,78,127,236,209,261,124
sample_612,121,239,105,370,428,101,210,164,100,80,123,242,209,264,124
sample_613,127,233,105,372,424,104,210,164,106,82,125,233,209,268,124
sample_614,119,242,101,368,424,107,210,168,106,82,129,239,209,268,122
sample_615,121,233,105,361,422,107,210,176,100,84,119,245,201,270,124
sample_616,119,236,113,372,424,107,210,172,100,86,125,239,209,268,124
sample_617,127,236,109,370,428,104,210,164,97,82,125,242,213,262,122
sample_618,127,239,113,368,426,107,215,164,106,80,127,239,205,262,124
sample_619,127,245,105,364,428,104,215,164,109,82,127,245,213,272,122
sample_620,125,245,105,372,428,104,210,164,103,82,125,242,205,272,124
sample_621,125,239,109,370,424,104,215,172,106,80,125,239,205,264,124
sample_622,129,239,101,364,428,107,210,164,109,82,127,233,205,264,124
sample_623,127,236,105,364,424,98,210,164,106,80,127,245,213,270,122
sample_624,119,233,109,361,422,110,210,176,100,84,119,245,201,270,124
sample_625,119,236,109,372,424,104,210,159,106,86,127,236,209,268,122
sample_626,125,233,113,370,426,104,215,164,100,80,125,239,213,262,122
sample_627,123,236,105,372,424,104,215,164,97,86,119,233,209,266,122
sample_628,123,239,109,372,426,104,215,172,100,78,125,239,205,262,124
sample_629,121,236,101,372,424,107,210,172,103,86,123,242,209,268,124
sample_630,125,239,109,372,426,107,215,172,106,78,125,239,209,264,124
sample_631,125,239,105,370,428,104,215,172,97,78,125,236,209,261,124
sample_632,125,239,109,372,426,101,215,164,97,78,127,239,209,262,124
sample_633,129,239,105,368,426,110,210,164,106,82,125,242,205,270,122
sample_634,121,239,105,370,428,107,210,159,103,80,129,239,213,262,124
sample_635,123,239,109,372,428,101,215,168,100,78,127,239,209,264,124
sample_636,121,233,113,366,424,110,210,172,112,86,119,236,209,268,124
sample_637,129,242,101,362,424,104,210,164,109,82,127,242,205,268,122
sample_638,125,233,109,372,424,101,215,168,106,80,125,239,205,264,124
sample_639,127,236,105,368,424,107,210,164,106,84,125,239,213,270,124
sample_640,119,233,109,362,422,110,210,176,97,84,119,245,201,270,122
sample_641,121,236,105,361,422,110,210,176,97,84,119,245,205,270,124
sample_642,121,236,113,372,424,107,210,164,97,84,121,236,209,268,124
sample_643,129,239,109,368,426,104,215,168,100,78,129,239,209,262,124
sample_644,125,239,109,372,424,101,215,164,100,82,125,239,209,261,124
sample_645,127,245,105,372,428,104,210,164,112,82,125,242,213,272,122
