id,breed_1,breed_2,breed_3,breed_4
sample_2586,0.25,0.25,0.25,0.25
sample_2587,0.25,0.25,0.25,0.25
sample_2588,0.25,0.25,0.25,0.25
sample_2589,0.25,0.25,0.25,0.25
sample_2590,0.25,0.25,0.25,0.25
sample_2591,0.25,0.25,0.25,0.25
sample_2592,0.25,0.25,0.25,0.25
sample_2593,0.25,0.25,0.25,0.25
sample_2594,0.25,0.25,0.25,0.25
sample_2595,0.25,0.25,0.25,0.25
sample_2596,0.25,0.25,0.25,0.25
sample_2597,0.25,0.25,0.25,0.25
sample_2598,0.25,0.25,0.25,0.25
sample_2599,0.25,0.25,0.25,0.25
sample_2600,0.25,0.25,0.25,0.25
sample_2601,0.25,0.25,0.25,0.25
sample_2602,0.25,0.25,0.25,0.25
sample_2603,0.25,0.25,0.25,0.25
sample_2604,0.25,0.25,0.25,0.25
sample_2605,0.25,0.25,0.25,0.25
sample_2606,0.25,0.25,0.25,0.25
sample_2607,0.25,0.25,0.25,0.25
sample_2608,0.25,0.25,0.25,0.25
sample_2609,0.25,0.25,0.25,0.25
sample_2610,0.25,0.25,0.25,0.25
sample_2611,0.25,0.25,0.25,0.25
sample_2612,0.25,0.25,0.25,0.25
sample_2613,0.25,0.25,0.25,0.25
sample_2614,0.25,0.25,0.25,0.25
sample_2615,0.25,0.25,0.25,0.25
sample_2616,0.25,0.25,0.25,0.25
sample_2617,0.25,0.25,0.25,0.25
sample_2618,0.25,0.25,0.25,0.25
sample_2619,0.25,0.25,0.25,0.25
sample_2620,0.25,0.25,0.25,0.25
sample_2621,0.25,0.25,0.25,0.25
sample_2622,0.25,0.25,0.25,0.25
sample_2623,0.25,0.25,0.25,0.25
sample_2624,0.25,0.25,0.25,0.25
sample_2625,0.25,0.25,0.25,0.25
sample_2626,0.25,0.25,0.25,0.25
sample_2627,0.25,0.25,0.25,0.25
sample_2628,0.25,0.25,0.25,0.25
sample_2629,0.25,0.25,0.25,0.25
sample_2630,0.25,0.25,0.25,0.25
sample_2631,0.25,0.25,0.25,0.25
sample_2632,0.25,0.25,0.25,0.25
sample_2633,0.25,0.25,0.25,0.25
sample_2634,0.25,0.25,0.25,0.25
sample_2635,0.25,0.25,0.25,0.25
sample_2636,0.25,0.25,0.25,0.25
sample_2637,0.25,0.25,0.25,0.25
sample_2638,0.25,0.25,0.25,0.25
sample_2639,0.25,0.25,0.25,0.25
sample_2640,0.25,0.25,0.25,0.25
sample_2641,0.25,0.25,0.25,0.25
sample_2642,0.25,0.25,0.25,0.25
sample_2643,0.25,0.25,0.25,0.25
sample_2644,0.25,0.25,0.25,0.25
sample_2645,0.25,0.25,0.25,0.25
sample_2646,0.25,0.25,0.25,0.25
sample_2647,0.25,0.25,0.25,0.25
sample_2648,0.25,0.25,0.25,0.25
sample_2649,0.25,0.25,0.25,0.25
sample_2650,0.25,0.25,0.25,0.25
sample_2651,0.25,0.25,0.25,0.25
sample_2652,0.25,0.25,0.25,0.25
sample_2653,0.25,0.25,0.25,0.25
sample_2654,0.25,0.25,0.25,0.25
sample_2655,0.25,0.25,0.25,0.25
sample_2656,0.25,0.25,0.25,0.25
sample_2657,0.25,0.25,0.25,0.25
sample_2658,0.25,0.25,0.25,0.25
sample_2659,0.25,0.25,0.25,0.25
sample_2660,0.25,0.25,0.25,0.25
sample_2661,0.25,0.25,0.25,0.25
sample_2662,0.25,0.25,0.25,0.25
sample_2663,0.25,0.25,0.25,0.25
sample_2664,0.25,0.25,0.25,0.25
sample_2665,0.25,0.25,0.25,0.25
sample_2666,0.25,0.25,0.25,0.25
sample_2667,0.25,0.25,0.25,0.25
sample_2668,0.25,0.25,0.25,0.25
sample_2669,0.25,0.25,0.25,0.25
sample_2670,0.25,0.25,0.25,0.25
sample_2671,0.25,0.25,0.25,0.25
sample_2672,0.25,0.25,0.25,0.25
sample_2673,0.25,0.25,0.25,0.25
sample_2674,0.25,0.25,0.25,0.25
sample_2675,0.25,0.25,0.25,0.25
sample_2676,0.25,0.25,0.25,0.25
sample_2677,0.25,0.25,0.25,0.25
sample_2678,0.25,0.25,0.25,0.25
sample_2679,0.25,0.25,0.25,0.25
sample_2680,0.25,0.25,0.25,0.25
sample_2681,0.25,0.25,0.25,0.25
sample_2682,0.25,0.25,0.25,0.25
sample_2683,0.25,0.25,0.25,0.25
sample_2684,0.25,0.25,0.25,0.25
sample_2685,0.25,0.25,0.25,0.25
sample_2686,0.25,0.25,0.25,0.25
sample_2687,0.25,0.25,0.25,0.25
sample_2688,0.25,0.25,0.25,0.25
sample_2689,0.25,0.25,0.25,0.25
sample_2690,0.25,0.25,0.25,0.25
sample_2691,0.25,0.25,0.25,0.25
sample_2692,0.25,0.25,0.25,0.25
sample_2693,0.25,0.25,0.25,0.25
sample_2694,0.25,0.25,0.25,0.25
sample_2695,0.25,0.25,0.25,0.25
sample_2696,0.25,0.25,0.25,0.25
sample_2697,0.25,0.25,0.25,0.25
sample_2698,0.25,0.25,0.25,0.25
sample_2699,0.25,0.25,0.25,0.25
sample_2700,0.25,0.25,0.25,0.25
sample_2701,0.25,0.25,0.25,0.25
sample_2702,0.25,0.25,0.25,0.25
sample_2703,0.25,0.25,0.25,0.25
sample_2704,0.25,0.25,0.25,0.25
sample_2705,0.25,0.25,0.25,0.25
sample_2706,0.25,0.25,0.25,0.25
sample_2707,0.25,0.25,0.25,0.25
sample_2708,0.25,0.25,0.25,0.25
sample_2709,0.25,0.25,0.25,0.25
sample_2710,0.25,0.25,0.25,0.25
sample_2711,0.25,0.25,0.25,0.25
sample_2712,0.25,0.25,0.25,0.25
sample_2713,0.25,0.25,0.25,0.25
sample_2714,0.25,0.25,0.25,0.25
sample_2715,0.25,0.25,0.25,0.25
sample_2716,0.25,0.25,0.25,0.25
sample_2717,0.25,0.25,0.25,0.25
sample_2718,0.25,0.25,0.25,0.25
sample_2719,0.25,0.25,0.25,0.25
sample_2720,0.25,0.25,0.25,0.25
sample_2721,0.25,0.25,0.25,0.25
sample_2722,0.25,0.25,0.25,0.25
sample_2723,0.25,0.25,0.25,0.25
sample_2724,0.25,0.25,0.25,0.25
sample_2725,0.25,0.25,0.25,0.25
sample_2726,0.25,0.25,0.25,0.25
sample_2727,0.25,0.25,0.25,0.25
sample_2728,0.25,0.25,0.25,0.25
sample_2729,0.25,0.25,0.25,0.25
sample_2730,0.25,0.25,0.25,0.25
sample_2731,0.25,0.25,0.25,0.25
sample_2732,0.25,0.25,0.25,0.25
sample_2733,0.25,0.25,0.25,0.25
sample_2734,0.25,0.25,0.25,0.25
sample_2735,0.25,0.25,0.25,0.25
sample_2736,0.25,0.25,0.25,0.25
sample_2737,0.25,0.25,0.25,0.25
sample_2738,0.25,0.25,0.25,0.25
sample_2739,0.25,0.25,0.25,0.25
sample_2740,0.25,0.25,0.25,0.25
sample_2741,0.25,0.25,0.25,0.25
sample_2742,0.25,0.25,0.25,0.25
sample_2743,0.25,0.25,0.25,0.25
sample_2744,0.25,0.25,0.25,0.25
sample_2745,0.25,0.25,0.25,0.25
sample_2746,0.25,0.25,0.25,0.25
sample_2747,0.25,0.25,0.25,0.25
sample_2748,0.25,0.25,0.25,0.25
sample_2749,0.25,0.25,0.25,0.25
sample_2750,0.25,0.25,0.25,0.25
sample_2751,0.25,0.25,0.25,0.25
sample_2752,0.25,0.25,0.25,0.25
sample_2753,0.25,0.25,0.25,0.25
sample_2754,0.25,0.25,0.25,0.25
sample_2755,0.25,0.25,0.25,0.25
sample_2756,0.25,0.25,0.25,0.25
sample_2757,0.25,0.25,0.25,0.25
sample_2758,0.25,0.25,0.25,0.25
sample_2759,0.25,0.25,0.25,0.25
sample_2760,0.25,0.25,0.25,0.25
sample_2761,0.25,0.25,0.25,0.25
sample_2762,0.25,0.25,0.25,0.25
sample_2763,0.25,0.25,0.25,0.25
sample_2764,0.25,0.25,0.25,0.25
sample_2765,0.25,0.25,0.25,0.25
sample_2766,0.25,0.25,0.25,0.25
sample_2767,0.25,0.25,0.25,0.25
sample_2768,0.25,0.25,0.25,0.25
sample_2769,0.25,0.25,0.25,0.25
sample_2770,0.25,0.25,0.25,0.25
sample_2771,0.25,0.25,0.25,0.25
sample_2772,0.25,0.25,0.25,0.25
sample_2773,0.25,0.25,0.25,0.25
sample_2774,0.25,0.25,0.25,0.25
sample_2775,0.25,0.25,0.25,0.25
sample_2776,0.25,0.25,0.25,0.25
sample_2777,0.25,0.25,0.25,0.25
sample_2778,0.25,0.25,0.25,0.25
sample_2779,0.25,0.25,0.25,0.25
sample_2780,0.25,0.25,0.25,0.25
sample_2781,0.25,0.25,0.25,0.25
sample_2782,0.25,0.25,0.25,0.25
sample_2783,0.25,0.25,0.25,0.25
sample_2784,0.25,0.25,0.25,0.25
sample_2785,0.25,0.25,0.25,0.25
sample_2786,0.25,0.25,0.25,0.25
sample_2787,0.25,0.25,0.25,0.25
sample_2788,0.25,0.25,0.25,0.25
sample_2789,0.25,0.25,0.25,0.25
sample_2790,0.25,0.25,0.25,0.25
sample_2791,0.25,0.25,0.25,0.25
sample_2792,0.25,0.25,0.25,0.25
sample_2793,0.25,0.25,0.25,0.25
sample_2794,0.25,0.25,0.25,0.25
sample_2795,0.25,0.25,0.25,0.25
sample_2796,0.25,0.25,0.25,0.25
sample_2797,0.25,0.25,0.25,0.25
sample_2798,0.25,0.25,0.25,0.25
sample_2799,0.25,0.25,0.25,0.25
sample_2800,0.25,0.25,0.25,0.25
sample_2801,0.25,0.25,0.25,0.25
sample_2802,0.25,0.25,0.25,0.25
sample_2803,0.25,0.25,0.25,0.25
sample_2804,0.25,0.25,0.25,0.25
sample_2805,0.25,0.25,0.25,0.25
sample_2806,0.25,0.25,0.25,0.25
sample_2807,0.25,0.25,0.25,0.25
sample_2808,0.25,0.25,0.25,0.25
sample_2809,0.25,0.25,0.25,0.25
sample_2810,0.25,0.25,0.25,0.25
sample_2811,0.25,0.25,0.25,0.25
sample_2812,0.25,0.25,0.25,0.25
sample_2813,0.25,0.25,0.25,0.25
sample_2814,0.25,0.25,0.25,0.25
sample_2815,0.25,0.25,0.25,0.25
sample_2816,0.25,0.25,0.25,0.25
sample_2817,0.25,0.25,0.25,0.25
sample_2818,0.25,0.25,0.25,0.25
sample_2819,0.25,0.25,0.25,0.25
sample_2820,0.25,0.25,0.25,0.25
sample_2821,0.25,0.25,0.25,0.25
sample_2822,0.25,0.25,0.25,0.25
sample_2823,0.25,0.25,0.25,0.25
sample_2824,0.25,0.25,0.25,0.25
sample_2825,0.25,0.25,0.25,0.25
sample_2826,0.25,0.25,0.25,0.25
sample_2827,0.25,0.25,0.25,0.25
sample_2828,0.25,0.25,0.25,0.25
sample_2829,0.25,0.25,0.25,0.25
sample_2830,0.25,0.25,0.25,0.25
sample_2831,0.25,0.25,0.25,0.25
sample_2832,0.25,0.25,0.25,0.25
sample_2833,0.25,0.25,0.25,0.25
sample_2834,0.25,0.25,0.25,0.25
sample_2835,0.25,0.25,0.25,0.25
sample_2836,0.25,0.25,0.25,0.25
sample_2837,0.25,0.25,0.25,0.25
sample_2838,0.25,0.25,0.25,0.25
sample_2839,0.25,0.25,0.25,0.25
sample_2840,0.25,0.25,0.25,0.25
sample_2841,0.25,0.25,0.25,0.25
sample_2842,0.25,0.25,0.25,0.25
sample_2843,0.25,0.25,0.25,0.25
sample_2844,0.25,0.25,0.25,0.25
sample_2845,0.25,0.25,0.25,0.25
sample_2846,0.25,0.25,0.25,0.25
sample_2847,0.25,0.25,0.25,0.25
sample_2848,0.25,0.25,0.25,0.25
sample_2849,0.25,0.25,0.25,0.25
sample_2850,0.25,0.25,0.25,0.25
sample_2851,0.25,0.25,0.25,0.25
sample_2852,0.25,0.25,0.25,0.25
sample_2853,0.25,0.25,0.25,0.25
sample_2854,0.25,0.25,0.25,0.25
sample_2855,0.25,0.25,0.25,0.25
sample_2856,0.25,0.25,0.25,0.25
sample_2857,0.25,0.25,0.25,0.25
sample_2858,0.25,0.25,0.25,0.25
sample_2859,0.25,0.25,0.25,0.25
sample_2860,0.25,0.25,0.25,0.25
sample_2861,0.25,0.25,0.25,0.25
sample_2862,0.25,0.25,0.25,0.25
sample_2863,0.25,0.25,0.25,0.25
sample_2864,0.25,0.25,0.25,0.25
sample_2865,0.25,0.25,0.25,0.25
sample_2866,0.25,0.25,0.25,0.25
sample_2867,0.25,0.25,0.25,0.25
sample_2868,0.25,0.25,0.25,0.25
sample_2869,0.25,0.25,0.25,0.25
sample_2870,0.25,0.25,0.25,0.25
sample_2871,0.25,0.25,0.25,0.25
sample_2872,0.25,0.25,0.25,0.25
sample_2873,0.25,0.25,0.25,0.25
sample_2874,0.25,0.25,0.25,0.25
sample_2875,0.25,0.25,0.25,0.25
sample_2876,0.25,0.25,0.25,0.25
sample_2877,0.25,0.25,0.25,0.25
sample_2878,0.25,0.25,0.25,0.25
sample_2879,0.25,0.25,0.25,0.25
sample_2880,0.25,0.25,0.25,0.25
sample_2881,0.25,0.25,0.25,0.25
sample_2882,0.25,0.25,0.25,0.25
sample_2883,0.25,0.25,0.25,0.25
sample_2884,0.25,0.25,0.25,0.25
sample_2885,0.25,0.25,0.25,0.25
sample_2886,0.25,0.25,0.25,0.25
sample_2887,0.25,0.25,0.25,0.25
sample_2888,0.25,0.25,0.25,0.25
sample_2889,0.25,0.25,0.25,0.25
sample_2890,0.25,0.25,0.25,0.25
sample_2891,0.25,0.25,0.25,0.25
sample_2892,0.25,0.25,0.25,0.25
sample_2893,0.25,0.25,0.25,0.25
sample_2894,0.25,0.25,0.25,0.25
sample_2895,0.25,0.25,0.25,0.25
sample_2896,0.25,0.25,0.25,0.25
sample_2897,0.25,0.25,0.25,0.25
sample_2898,0.25,0.25,0.25,0.25
sample_2899,0.25,0.25,0.25,0.25
sample_2900,0.25,0.25,0.25,0.25
sample_2901,0.25,0.25,0.25,0.25
sample_2902,0.25,0.25,0.25,0.25
sample_2903,0.25,0.25,0.25,0.25
sample_2904,0.25,0.25,0.25,0.25
sample_2905,0.25,0.25,0.25,0.25
sample_2906,0.25,0.25,0.25,0.25
sample_2907,0.25,0.25,0.25,0.25
sample_2908,0.25,0.25,0.25,0.25
sample_2909,0.25,0.25,0.25,0.25
sample_2910,0.25,0.25,0.25,0.25
sample_2911,0.25,0.25,0.25,0.25
sample_2912,0.25,0.25,0.25,0.25
sample_2913,0.25,0.25,0.25,0.25
sample_2914,0.25,0.25,0.25,0.25
sample_2915,0.25,0.25,0.25,0.25
sample_2916,0.25,0.25,0.25,0.25
sample_2917,0.25,0.25,0.25,0.25
sample_2918,0.25,0.25,0.25,0.25
sample_2919,0.25,0.25,0.25,0.25
sample_2920,0.25,0.25,0.25,0.25
sample_2921,0.25,0.25,0.25,0.25
sample_2922,0.25,0.25,0.25,0.25
sample_2923,0.25,0.25,0.25,0.25
sample_2924,0.25,0.25,0.25,0.25
sample_2925,0.25,0.25,0.25,0.25
sample_2926,0.25,0.25,0.25,0.25
sample_2927,0.25,0.25,0.25,0.25
sample_2928,0.25,0.25,0.25,0.25
sample_2929,0.25,0.25,0.25,0.25
sample_2930,0.25,0.25,0.25,0.25
sample_2931,0.25,0.25,0.25,0.25
sample_2932,0.25,0.25,0.25,0.25
sample_2933,0.25,0.25,0.25,0.25
sample_2934,0.25,0.25,0.25,0.25
sample_2935,0.25,0.25,0.25,0.25
sample_2936,0.25,0.25,0.25,0.25
sample_2937,0.25,0.25,0.25,0.25
sample_2938,0.25,0.25,0.25,0.25
sample_2939,0.25,0.25,0.25,0.25
sample_2940,0.25,0.25,0.25,0.25
sample_2941,0.25,0.25,0.25,0.25
sample_2942,0.25,0.25,0.25,0.25
sample_2943,0.25,0.25,0.25,0.25
sample_2944,0.25,0.25,0.25,0.25
sample_2945,0.25,0.25,0.25,0.25
sample_2946,0.25,0.25,0.25,0.25
sample_2947,0.25,0.25,0.25,0.25
sample_2948,0.25,0.25,0.25,0.25
sample_2949,0.25,0.25,0.25,0.25
sample_2950,0.25,0.25,0.25,0.25
sample_2951,0.25,0.25,0.25,0.25
sample_2952,0.25,0.25,0.25,0.25
sample_2953,0.25,0.25,0.25,0.25
sample_2954,0.25,0.25,0.25,0.25
sample_2955,0.25,0.25,0.25,0.25
sample_2956,0.25,0.25,0.25,0.25
sample_2957,0.25,0.25,0.25,0.25
sample_2958,0.25,0.25,0.25,0.25
sample_2959,0.25,0.25,0.25,0.25
sample_2960,0.25,0.25,0.25,0.25
sample_2961,0.25,0.25,0.25,0.25
sample_2962,0.25,0.25,0.25,0.25
sample_2963,0.25,0.25,0.25,0.25
sample_2964,0.25,0.25,0.25,0.25
sample_2965,0.25,0.25,0.25,0.25
sample_2966,0.25,0.25,0.25,0.25
sample_2967,0.25,0.25,0.25,0.25
sample_2968,0.25,0.25,0.25,0.25
sample_2969,0.25,0.25,0.25,0.25
sample_2970,0.25,0.25,0.25,0.25
sample_2971,0.25,0.25,0.25,0.25
sample_2972,0.25,0.25,0.25,0.25
sample_2973,0.25,0.25,0.25,0.25
sample_2974,0.25,0.25,0.25,0.25
sample_2975,0.25,0.25,0.25,0.25
sample_2976,0.25,0.25,0.25,0.25
sample_2977,0.25,0.25,0.25,0.25
sample_2978,0.25,0.25,0.25,0.25
sample_2979,0.25,0.25,0.25,0.25
sample_2980,0.25,0.25,0.25,0.25
sample_2981,0.25,0.25,0.25,0.25
sample_2982,0.25,0.25,0.25,0.25
sample_2983,0.25,0.25,0.25,0.25
sample_2984,0.25,0.25,0.25,0.25
sample_2985,0.25,0.25,0.25,0.25
sample_2986,0.25,0.25,0.25,0.25
sample_2987,0.25,0.25,0.25,0.25
sample_2988,0.25,0.25,0.25,0.25
sample_2989,0.25,0.25,0.25,0.25
sample_2990,0.25,0.25,0.25,0.25
sample_2991,0.25,0.25,0.25,0.25
sample_2992,0.25,0.25,0.25,0.25
sample_2993,0.25,0.25,0.25,0.25
sample_2994,0.25,0.25,0.25,0.25
sample_2995,0.25,0.25,0.25,0.25
sample_2996,0.25,0.25,0.25,0.25
sample_2997,0.25,0.25,0.25,0.25
sample_2998,0.25,0.25,0.25,0.25
sample_2999,0.25,0.25,0.25,0.25
sample_3000,0.25,0.25,0.25,0.25
sample_3001,0.25,0.25,0.25,0.25
sample_3002,0.25,0.25,0.25,0.25
sample_3003,0.25,0.25,0.25,0.25
sample_3004,0.25,0.25,0.25,0.25
sample_3005,0.25,0.25,0.25,0.25
sample_3006,0.25,0.25,0.25,0.25
sample_3007,0.25,0.25,0.25,0.25
sample_3008,0.25,0.25,0.25,0.25
sample_3009,0.25,0.25,0.25,0.25
sample_3010,0.25,0.25,0.25,0.25
sample_3011,0.25,0.25,0.25,0.25
sample_3012,0.25,0.25,0.25,0.25
sample_3013,0.25,0.25,0.25,0.25
sample_3014,0.25,0.25,0.25,0.25
sample_3015,0.25,0.25,0.25,0.25
sample_3016,0.25,0.25,0.25,0.25
sample_3017,0.25,0.25,0.25,0.25
sample_3018,0.25,0.25,0.25,0.25
sample_3019,0.25,0.25,0.25,0.25
sample_3020,0.25,0.25,0.25,0.25
sample_3021,0.25,0.25,0.25,0.25
sample_3022,0.25,0.25,0.25,0.25
sample_3023,0.25,0.25,0.25,0.25
sample_3024,0.25,0.25,0.25,0.25
sample_3025,0.25,0.25,0.25,0.25
sample_3026,0.25,0.25,0.25,0.25
sample_3027,0.25,0.25,0.25,0.25
sample_3028,0.25,0.25,0.25,0.25
sample_3029,0.25,0.25,0.25,0.25
sample_3030,0.25,0.25,0.25,0.25
sample_3031,0.25,0.25,0.25,0.25
sample_3032,0.25,0.25,0.25,0.25
sample_3033,0.25,0.25,0.25,0.25
sample_3034,0.25,0.25,0.25,0.25
sample_3035,0.25,0.25,0.25,0.25
sample_3036,0.25,0.25,0.25,0.25
sample_3037,0.25,0.25,0.25,0.25
sample_3038,0.25,0.25,0.25,0.25
sample_3039,0.25,0.25,0.25,0.25
sample_3040,0.25,0.25,0.25,0.25
sample_3041,0.25,0.25,0.25,0.25
sample_3042,0.25,0.25,0.25,0.25
sample_3043,0.25,0.25,0.25,0.25
sample_3044,0.25,0.25,0.25,0.25
sample_3045,0.25,0.25,0.25,0.25
sample_3046,0.25,0.25,0.25,0.25
sample_3047,0.25,0.25,0.25,0.25
sample_3048,0.25,0.25,0.25,0.25
sample_3049,0.25,0.25,0.25,0.25
sample_3050,0.25,0.25,0.25,0.25
sample_3051,0.25,0.25,0.25,0.25
sample_3052,0.25,0.25,0.25,0.25
sample_3053,0.25,0.25,0.25,0.25
sample_3054,0.25,0.25,0.25,0.25
sample_3055,0.25,0.25,0.25,0.25
sample_3056,0.25,0.25,0.25,0.25
sample_3057,0.25,0.25,0.25,0.25
sample_3058,0.25,0.25,0.25,0.25
sample_3059,0.25,0.25,0.25,0.25
sample_3060,0.25,0.25,0.25,0.25
sample_3061,0.25,0.25,0.25,0.25
sample_3062,0.25,0.25,0.25,0.25
sample_3063,0.25,0.25,0.25,0.25
sample_3064,0.25,0.25,0.25,0.25
sample_3065,0.25,0.25,0.25,0.25
sample_3066,0.25,0.25,0.25,0.25
sample_3067,0.25,0.25,0.25,0.25
sample_3068,0.25,0.25,0.25,0.25
sample_3069,0.25,0.25,0.25,0.25
sample_3070,0.25,0.25,0.25,0.25
sample_3071,0.25,0.25,0.25,0.25
sample_3072,0.25,0.25,0.25,0.25
sample_3073,0.25,0.25,0.25,0.25
sample_3074,0.25,0.25,0.25,0.25
sample_3075,0.25,0.25,0.25,0.25
sample_3076,0.25,0.25,0.25,0.25
sample_3077,0.25,0.25,0.25,0.25
sample_3078,0.25,0.25,0.25,0.25
sample_3079,0.25,0.25,0.25,0.25
sample_3080,0.25,0.25,0.25,0.25
sample_3081,0.25,0.25,0.25,0.25
sample_3082,0.25,0.25,0.25,0.25
sample_3083,0.25,0.25,0.25,0.25
sample_3084,0.25,0.25,0.25,0.25
sample_3085,0.25,0.25,0.25,0.25
sample_3086,0.25,0.25,0.25,0.25
sample_3087,0.25,0.25,0.25,0.25
sample_3088,0.25,0.25,0.25,0.25
sample_3089,0.25,0.25,0.25,0.25
sample_3090,0.25,0.25,0.25,0.25
sample_3091,0.25,0.25,0.25,0.25
sample_3092,0.25,0.25,0.25,0.25
sample_3093,0.25,0.25,0.25,0.25
sample_3094,0.25,0.25,0.25,0.25
sample_3095,0.25,0.25,0.25,0.25
sample_3096,0.25,0.25,0.25,0.25
sample_3097,0.25,0.25,0.25,0.25
sample_3098,0.25,0.25,0.25,0.25
sample_3099,0.25,0.25,0.25,0.25
sample_3100,0.25,0.25,0.25,0.25
sample_3101,0.25,0.25,0.25,0.25
sample_3102,0.25,0.25,0.25,0.25
sample_3103,0.25,0.25,0.25,0.25
sample_3104,0.25,0.25,0.25,0.25
sample_3105,0.25,0.25,0.25,0.25
sample_3106,0.25,0.25,0.25,0.25
sample_3107,0.25,0.25,0.25,0.25
sample_3108,0.25,0.25,0.25,0.25
sample_3109,0.25,0.25,0.25,0.25
sample_3110,0.25,0.25,0.25,0.25
sample_3111,0.25,0.25,0.25,0.25
sample_3112,0.25,0.25,0.25,0.25
sample_3113,0.25,0.25,0.25,0.25
sample_3114,0.25,0.25,0.25,0.25
sample_3115,0.25,0.25,0.25,0.25
sample_3116,0.25,0.25,0.25,0.25
sample_3117,0.25,0.25,0.25,0.25
sample_3118,0.25,0.25,0.25,0.25
sample_3119,0.25,0.25,0.25,0.25
sample_3120,0.25,0.25,0.25,0.25
sample_3121,0.25,0.25,0.25,0.25
sample_3122,0.25,0.25,0.25,0.25
sample_3123,0.25,0.25,0.25,0.25
sample_3124,0.25,0.25,0.25,0.25
sample_3125,0.25,0.25,0.25,0.25
sample_3126,0.25,0.25,0.25,0.25
sample_3127,0.25,0.25,0.25,0.25
sample_3128,0.25,0.25,0.25,0.25
sample_3129,0.25,0.25,0.25,0.25
sample_3130,0.25,0.25,0.25,0.25
sample_3131,0.25,0.25,0.25,0.25
sample_3132,0.25,0.25,0.25,0.25
sample_3133,0.25,0.25,0.25,0.25
sample_3134,0.25,0.25,0.25,0.25
sample_3135,0.25,0.25,0.25,0.25
sample_3136,0.25,0.25,0.25,0.25
sample_3137,0.25,0.25,0.25,0.25
sample_3138,0.25,0.25,0.25,0.25
sample_3139,0.25,0.25,0.25,0.25
sample_3140,0.25,0.25,0.25,0.25
sample_3141,0.25,0.25,0.25,0.25
sample_3142,0.25,0.25,0.25,0.25
sample_3143,0.25,0.25,0.25,0.25
sample_3144,0.25,0.25,0.25,0.25
sample_3145,0.25,0.25,0.25,0.25
sample_3146,0.25,0.25,0.25,0.25
sample_3147,0.25,0.25,0.25,0.25
sample_3148,0.25,0.25,0.25,0.25
sample_3149,0.25,0.25,0.25,0.25
sample_3150,0.25,0.25,0.25,0.25
sample_3151,0.25,0.25,0.25,0.25
sample_3152,0.25,0.25,0.25,0.25
sample_3153,0.25,0.25,0.25,0.25
sample_3154,0.25,0.25,0.25,0.25
sample_3155,0.25,0.25,0.25,0.25
sample_3156,0.25,0.25,0.25,0.25
sample_3157,0.25,0.25,0.25,0.25
sample_3158,0.25,0.25,0.25,0.25
sample_3159,0.25,0.25,0.25,0.25
sample_3160,0.25,0.25,0.25,0.25
sample_3161,0.25,0.25,0.25,0.25
sample_3162,0.25,0.25,0.25,0.25
sample_3163,0.25,0.25,0.25,0.25
sample_3164,0.25,0.25,0.25,0.25
sample_3165,0.25,0.25,0.25,0.25
sample_3166,0.25,0.25,0.25,0.25
sample_3167,0.25,0.25,0.25,0.25
sample_3168,0.25,0.25,0.25,0.25
sample_3169,0.25,0.25,0.25,0.25
sample_3170,0.25,0.25,0.25,0.25
sample_3171,0.25,0.25,0.25,0.25
sample_3172,0.25,0.25,0.25,0.25
sample_3173,0.25,0.25,0.25,0.25
sample_3174,0.25,0.25,0.25,0.25
sample_3175,0.25,0.25,0.25,0.25
sample_3176,0.25,0.25,0.25,0.25
sample_3177,0.25,0.25,0.25,0.25
sample_3178,0.25,0.25,0.25,0.25
sample_3179,0.25,0.25,0.25,0.25
sample_3180,0.25,0.25,0.25,0.25
sample_3181,0.25,0.25,0.25,0.25
sample_3182,0.25,0.25,0.25,0.25
sample_3183,0.25,0.25,0.25,0.25
sample_3184,0.25,0.25,0.25,0.25
sample_3185,0.25,0.25,0.25,0.25
sample_3186,0.25,0.25,0.25,0.25
sample_3187,0.25,0.25,0.25,0.25
sample_3188,0.25,0.25,0.25,0.25
sample_3189,0.25,0.25,0.25,0.25
sample_3190,0.25,0.25,0.25,0.25
sample_3191,0.25,0.25,0.25,0.25
sample_3192,0.25,0.25,0.25,0.25
sample_3193,0.25,0.25,0.25,0.25
sample_3194,0.25,0.25,0.25,0.25
sample_3195,0.25,0.25,0.25,0.25
sample_3196,0.25,0.25,0.25,0.25
sample_3197,0.25,0.25,0.25,0.25
sample_3198,0.25,0.25,0.25,0.25
sample_3199,0.25,0.25,0.25,0.25
sample_3200,0.25,0.25,0.25,0.25
sample_3201,0.25,0.25,0.25,0.25
sample_3202,0.25,0.25,0.25,0.25
sample_3203,0.25,0.25,0.25,0.25
sample_3204,0.25,0.25,0.25,0.25
sample_3205,0.25,0.25,0.25,0.25
sample_3206,0.25,0.25,0.25,0.25
sample_3207,0.25,0.25,0.25,0.25
sample_3208,0.25,0.25,0.25,0.25
sample_3209,0.25,0.25,0.25,0.25
sample_3210,0.25,0.25,0.25,0.25
sample_3211,0.25,0.25,0.25,0.25
sample_3212,0.25,0.25,0.25,0.25
sample_3213,0.25,0.25,0.25,0.25
sample_3214,0.25,0.25,0.25,0.25
sample_3215,0.25,0.25,0.25,0.25
sample_3216,0.25,0.25,0.25,0.25
sample_3217,0.25,0.25,0.25,0.25
sample_3218,0.25,0.25,0.25,0.25
sample_3219,0.25,0.25,0.25,0.25
sample_3220,0.25,0.25,0.25,0.25
