Id,LotFrontage,LotArea,BldgType,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice
269,60,8500,1Fam,5,6,1,1,5,1914,912,3,GasA,Y,1337,0,2010,142766.458898618
270,42,10020,1Fam,5,6,3,0,5,1925,630,3,GasA,Y,899,0,2009,71165.7624445465
271,,9873,1Fam,6,6,1,0,2,2007,849,3,GasA,Y,1960,0,2007,186427.549011235
272,61,8740,1Fam,5,6,2,0,6,2007,948,3,GasA,Y,1978,0,2006,217306.603419836
273,97,10800,1Fam,5,4,1,0,5,1945,576,5,GasA,Y,841,0,2007,85249.6758080221
274,81,7200,1Fam,7,5,1,1,3,1946,1151,2,GasA,N,848,0,2010,115906.911936719
275,92,7244,1Fam,7,7,2,0,6,2002,2330,3,GasA,Y,1200,0,2007,222449.287464483
276,75,9590,1Fam,9,6,2,0,8,1958,1258,3,GasA,Y,1200,0,2009,215565.549714144
277,60,17600,1Fam,5,7,1,1,7,1956,907,3,GasA,Y,1392,0,2010,116104.52365964
278,70,4438,1Fam,7,5,2,0,6,2004,808,2,GasA,Y,1590,0,2007,198168.03904058
279,77,3500,1Fam,9,2,2,1,11,2001,1216,3,GasW,Y,1269,0,2010,254717.273608144
280,60,11146,1Fam,6,5,2,0,8,2006,793,2,GasA,Y,1080,0,2006,139528.467466396
281,90,9000,1Fam,7,4,2,1,6,2009,1440,3,GasA,Y,1717,0,2008,232459.733111069
282,21,10603,1Fam,6,5,2,0,6,1985,892,3,GasA,Y,2715,0,2006,198014.323779077
283,74,27650,1Fam,8,5,2,0,6,2004,713,3,GasA,Y,1056,0,2010,207715.671268661
284,,3072,TwnhsE,5,5,2,0,5,1920,1581,3,GasA,Y,2259,0,2009,160836.772693949
285,,8450,TwnhsE,6,7,1,0,6,2005,1337,3,GasA,N,832,0,2006,150416.467678888
286,55,17043,1Fam,6,7,1,0,9,1998,728,3,GasA,N,1392,0,2008,151767.289415325
287,,11443,1Fam,7,6,2,1,8,2006,528,3,GasA,Y,2020,0,2008,204892.13618401
288,97,8963,1Fam,4,7,2,1,6,1936,713,3,GasA,Y,4676,0,2009,261606.616913967
289,70,11923,1Fam,7,6,1,0,5,1885,1580,3,GasA,Y,1350,0,2008,165937.128101501
290,60,10665,1Fam,6,5,2,0,12,2002,1684,4,GasA,Y,1472,0,2006,183799.867514949
291,,5389,1Fam,5,7,1,1,6,2002,1437,3,GasA,Y,1120,0,2007,200294.445537315
292,74,10800,1Fam,6,4,2,1,6,1974,864,4,GasA,Y,1535,0,2009,145364.911814621
293,,5500,1Fam,5,5,1,0,9,1956,689,2,GasA,Y,1509,0,2007,121302.903214724
294,70,8500,1Fam,7,5,2,1,4,2007,650,3,GasA,Y,1712,0,2009,226942.558740512
295,90,11248,1Fam,5,5,1,0,7,2003,1302,4,GasA,Y,1314,0,2010,144004.584232782
296,121,27650,Twnhs,8,4,1,1,4,1994,1253,3,GasA,Y,2290,0,2007,231455.550293422
297,69,11275,1Fam,6,5,1,1,8,2007,1800,3,GasA,Y,1635,0,2010,215210.934522763
298,,9600,1Fam,5,4,2,1,8,1939,943,3,GasA,Y,1086,0,2010,131404.095164446
299,50,8163,1Fam,7,5,2,0,6,2004,676,3,GasA,Y,1253,0,2008,180449.746983702
300,60,9554,1Fam,7,6,2,1,7,1982,844,4,GasA,Y,943,0,2008,152413.381289458
301,60,8199,1Fam,7,5,2,0,4,1920,1792,2,GasA,Y,1123,0,2007,154106.211631709
302,55,4928,1Fam,7,5,2,1,8,2004,1268,3,GasA,Y,2466,0,2008,258931.63615116
303,,9297,1Fam,5,5,2,1,10,1920,1240,2,GasA,Y,864,0,2007,132325.565140871
304,80,19378,1Fam,5,5,1,1,10,2007,1065,3,GasA,Y,1365,0,2008,158479.231221993
305,,21695,TwnhsE,8,5,1,0,9,1920,1362,2,GasA,Y,1867,0,2009,219912.850711905
306,60,9554,1Fam,5,5,1,0,8,2000,1060,2,GasA,Y,1178,0,2007,152361.423027891
307,34,19900,1Fam,7,5,2,1,10,1960,725,2,Grav,Y,1094,0,2007,110944.86685016
308,,9500,1Fam,6,5,2,0,7,1966,1582,3,GasA,Y,1350,0,2007,220229.316886374
309,74,9100,1Fam,7,7,1,2,5,1999,1488,2,GasA,Y,1509,0,2007,202108.822349207
310,70,7000,1Fam,5,7,1,1,5,1931,0,3,GasA,Y,1505,0,2009,137140.734972901
311,61,13811,1Fam,5,4,1,0,7,2005,1482,3,GasA,Y,2172,0,2007,221713.97473824
312,52,17423,1Fam,6,5,2,1,7,2001,1063,2,GasA,Y,1824,0,2008,189342.822987648
313,70,9144,1Fam,6,5,2,0,4,2007,1149,3,GasA,Y,1301,0,2006,176885.733591874
314,55,7200,TwnhsE,7,1,1,0,6,1959,928,3,GasA,Y,2132,0,2008,172943.363380479
315,100,11317,1Fam,8,6,2,0,5,1956,1316,4,GasA,Y,1960,0,2010,258762.778986823
316,88,3675,2fmCon,6,5,2,0,6,1930,876,1,GasA,Y,1456,0,2008,128279.26020363
317,85,25000,Duplex,9,5,1,0,4,1977,864,2,GasA,Y,1652,0,2007,229420.367232905
318,64,6897,1Fam,5,5,2,0,5,1934,1092,2,GasA,Y,2646,0,2007,158543.515216635
319,,7758,1Fam,7,4,2,1,10,1965,756,3,GasA,Y,987,0,2010,100917.861161388
320,57,12108,1Fam,6,5,1,0,5,1998,1362,2,GasA,Y,1144,0,2007,149895.883967488
321,74,9018,1Fam,6,5,1,1,6,1972,660,3,GasA,Y,2392,0,2010,179217.485562143
322,108,11143,1Fam,6,5,0,1,5,2005,832,1,GasA,N,1242,0,2008,155502.521447101
323,86,15611,1Fam,7,6,2,0,6,1993,1010,2,GasA,Y,1993,0,2008,275499.468027503
324,75,12090,1Fam,9,6,3,0,3,1976,1004,3,GasA,Y,987,0,2009,220884.069984985
325,,8892,1Fam,5,5,1,0,6,2003,988,3,GasA,Y,1792,0,2008,152987.35052863
326,43,2308,1Fam,5,7,2,1,6,2009,796,3,GasA,Y,1743,0,2007,199159.151571116
327,65,3880,1Fam,6,7,2,1,6,2003,912,3,GasW,Y,1786,0,2007,219455.312838414
328,60,7264,1Fam,8,5,1,0,5,1955,784,3,GasA,Y,1694,0,2007,186176.092929778
329,85,8532,1Fam,5,5,2,0,8,1910,1482,2,GasA,Y,1505,0,2009,133344.306727583
330,82,8012,1Fam,5,5,2,0,7,1996,1088,3,GasA,Y,1140,0,2010,116907.052228934
331,111,4043,1Fam,5,5,2,0,6,2007,1452,3,GasA,Y,988,0,2010,165585.38576862
332,60,1890,Twnhs,5,6,1,0,6,2006,776,3,GasA,Y,1692,0,2007,169901.117290456
333,50,4426,1Fam,6,6,1,1,5,1967,845,4,GasA,Y,1680,0,2007,158492.884347655
334,61,12144,1Fam,5,5,2,0,5,1916,768,3,GasA,Y,1362,0,2007,145236.180232785
335,90,9000,Duplex,4,7,2,1,7,1998,1032,4,GasA,Y,951,0,2007,154825.668803413
336,43,8120,1Fam,8,5,1,1,5,1939,1602,2,GasA,Y,1801,0,2007,254757.307871728
337,50,13265,TwnhsE,4,6,2,0,8,1924,918,4,GasA,Y,1548,0,2007,117721.51796176
338,69,8544,Duplex,3,5,1,0,5,2007,768,3,GasA,Y,1301,0,2008,135122.438550605
339,70,6768,1Fam,5,5,2,0,8,1958,1050,3,GasA,Y,1208,0,2009,133116.749944602
340,60,6324,1Fam,5,2,2,1,4,1912,1064,3,GasA,Y,1969,0,2008,92804.6620961107
341,50,8820,1Fam,7,6,1,0,5,2006,1105,4,GasA,Y,1761,0,2007,203533.009448495
342,50,11210,1Fam,5,4,2,1,8,2004,1860,3,GasA,Y,1728,0,2008,220363.362268523
343,60,7658,1Fam,7,5,1,0,8,2007,637,2,GasA,Y,866,0,2008,158114.116467283
344,90,14442,1Fam,4,5,1,0,6,2004,778,4,GasA,Y,968,0,2009,149650.058927628
345,,9750,1Fam,9,5,2,0,6,1976,1434,2,GasA,Y,1159,0,2009,217421.06240329
346,84,5925,TwnhsE,8,7,2,0,5,1960,960,4,GasA,Y,1120,0,2007,169929.25101233
347,60,16659,1Fam,5,5,2,0,4,1922,941,4,GasA,Y,1766,0,2009,163663.830979121
348,96,10793,1Fam,6,6,1,0,7,2004,761,2,GasA,Y,894,0,2009,141974.493157516
349,122,21384,1Fam,9,6,2,0,5,1930,1092,3,GasA,Y,1733,0,2006,235888.894001356
350,70,9480,1Fam,7,5,2,0,10,2000,847,4,GasA,Y,1098,0,2007,178934.767526153
351,40,12342,2fmCon,5,5,1,1,5,2009,1194,3,GasA,Y,2138,0,2008,179616.259001042
352,,11120,1Fam,7,8,1,1,6,2006,1347,3,GasA,Y,1895,0,2007,247582.089156647
353,73,14977,TwnhsE,8,5,3,0,7,1923,768,3,GasA,N,1244,0,2007,180213.778534052
354,80,6040,1Fam,5,7,1,0,7,1920,1580,4,GasA,Y,1228,0,2007,155273.418001326
355,41,8100,2fmCon,5,5,2,1,9,1990,756,4,GasA,Y,1720,0,2010,168592.404846381
356,21,7134,1Fam,6,4,1,0,5,2007,1293,4,GasA,N,2013,0,2010,159031.783347088
357,85,12099,1Fam,7,5,1,1,7,1940,768,2,GasA,Y,1800,0,2008,179912.063848118
358,107,8530,1Fam,6,5,2,1,5,2009,1297,3,GasA,Y,1229,0,2009,189091.85492356
359,60,4058,1Fam,7,5,2,1,7,1999,572,3,GasA,Y,1040,0,2010,134987.263196813
360,,7252,1Fam,5,7,1,1,4,1970,1156,3,GasA,Y,1229,0,2010,160259.082164094
361,122,6000,2fmCon,6,7,2,0,6,2003,1417,1,GasA,Y,1344,0,2006,162666.275260148
362,108,11075,1Fam,5,5,1,1,10,1973,864,3,GasA,Y,1958,0,2009,146047.119350518
363,83,5925,1Fam,6,5,2,0,6,1996,1431,1,GasA,Y,2414,0,2008,257666.450645855
364,41,8846,1Fam,5,5,2,0,7,1967,907,3,GasA,Y,848,0,2006,66265.0263121455
365,50,12257,1Fam,5,6,1,0,6,2003,859,1,GasA,Y,864,0,2007,150265.771811009
366,,25000,1Fam,4,5,2,0,8,2003,808,2,GasA,Y,2138,0,2009,179516.2864333
367,55,7200,1Fam,6,5,1,0,7,1912,940,1,GasA,Y,1593,0,2009,131964.717050682
368,67,9150,1Fam,9,5,2,1,8,1966,1926,3,GasA,Y,1053,0,2006,242022.473320003
369,74,11988,Duplex,8,6,1,0,7,2003,928,3,GasA,Y,1176,0,2006,207867.392478617
370,42,7180,2fmCon,9,6,2,0,8,1972,1614,3,GasA,Y,2031,0,2009,280861.450467517
371,32,9286,2fmCon,7,5,1,0,7,1965,960,3,GasA,Y,3140,0,2010,171947.010104915
372,48,8800,1Fam,5,5,2,0,7,1974,648,3,GasA,Y,1709,0,2007,109690.438604047
373,,13006,Duplex,6,5,1,1,7,1993,1078,4,GasA,Y,1368,0,2010,155994.128514692
374,,7134,1Fam,5,5,1,1,6,2008,1588,4,GasA,Y,1048,0,2008,173675.479281744
375,,8246,1Fam,6,5,2,0,6,1914,660,4,GasA,Y,864,0,2010,84431.1389022341
376,65,10628,1Fam,6,5,1,1,8,2006,1437,3,GasA,Y,1626,0,2009,184297.086738563
377,34,9920,1Fam,5,7,1,0,7,2007,1244,3,GasA,Y,1689,0,2009,163170.256105097
378,70,4800,1Fam,7,5,1,1,7,1925,894,3,GasA,Y,1665,0,2008,119984.920904235
379,94,10240,1Fam,5,5,1,0,7,1958,774,2,GasA,N,1512,0,2007,142282.408784894
380,86,9675,1Fam,5,5,2,0,5,1958,1291,3,GasA,Y,1125,0,2009,139035.536316435
381,50,5500,1Fam,4,5,1,0,7,1977,520,3,GasA,Y,1050,0,2006,95252.8015299282
382,80,7244,1Fam,7,5,2,0,5,1999,1039,3,GasA,Y,1838,0,2008,211692.689220261
383,80,11443,Duplex,7,5,2,1,7,1915,1095,4,GasA,Y,912,0,2007,98551.8039015224
384,55,11143,Twnhs,5,5,2,0,8,2007,941,1,GasA,Y,1372,0,2007,211817.936985023
385,60,12886,TwnhsE,7,7,2,1,6,1910,0,3,GasA,Y,1588,0,2008,172088.335493178
386,21,8544,1Fam,7,5,2,0,5,1920,1385,3,GasA,Y,1414,0,2007,120433.506475628
387,,7200,1Fam,8,7,1,1,7,1948,1158,3,GasA,Y,1960,0,2007,273077.951582678
388,52,10650,1Fam,5,7,1,0,6,1971,858,3,GasA,Y,894,0,2007,123382.246494579
389,80,13000,1Fam,6,5,2,1,6,1945,1396,3,GasA,Y,1276,0,2007,144973.789859971
390,34,8800,1Fam,6,5,1,0,6,1960,525,2,GasA,Y,1287,0,2009,110813.418715498
391,40,5232,1Fam,6,5,1,0,9,1936,1670,4,GasA,Y,2274,0,2008,149290.143533359
392,53,13265,1Fam,6,5,2,1,8,2001,1258,3,GasA,Y,1721,0,2006,206890.424355807
393,,6792,2fmCon,5,5,2,0,5,2006,1752,2,GasA,Y,864,0,2006,197126.600750976
394,87,8777,Twnhs,8,5,2,1,7,1988,943,3,Grav,Y,1656,0,2009,198412.86550673
395,48,4750,1Fam,6,5,2,1,7,1964,999,3,GasA,Y,1800,0,2008,152703.785564915
396,60,8123,1Fam,5,5,2,0,7,1999,813,1,GasA,Y,816,0,2006,115236.534409919
397,45,9760,1Fam,10,6,1,1,7,1996,1004,3,GasA,Y,1344,0,2008,261529.217923629
398,50,9170,1Fam,6,6,2,0,6,1952,1120,2,GasA,Y,1208,0,2007,126898.745946572
399,85,8248,Duplex,5,6,1,1,6,2003,912,3,GasA,Y,935,0,2008,165128.208840788
400,,6780,1Fam,5,5,2,0,10,1972,844,3,GasA,Y,1419,0,2010,151778.613953345
401,44,10530,1Fam,8,5,1,0,6,1900,1086,3,GasA,Y,912,0,2010,157667.452761381
402,58,11885,TwnhsE,7,5,2,0,4,2009,1063,3,GasA,Y,1406,0,2007,183168.331540288
403,75,10141,1Fam,6,5,1,0,5,2001,952,3,GasA,Y,2256,0,2008,188774.777842315
404,65,5790,1Fam,7,5,2,0,8,2007,817,3,GasA,Y,1108,0,2007,161927.855651021
405,,10552,1Fam,7,5,2,0,10,1957,768,3,GasA,N,904,0,2009,134349.158643264
406,70,8121,TwnhsE,6,6,2,0,8,1916,783,4,GasA,Y,1635,0,2008,140726.855477659
407,,11846,1Fam,7,8,2,0,6,2007,689,3,GasA,Y,1761,0,2009,197814.603001465
408,,8405,1Fam,8,6,1,0,6,1916,1406,3,GasA,Y,2259,0,2010,231380.450102427
409,65,4388,1Fam,5,9,1,0,7,2000,761,3,GasA,N,1795,0,2010,151176.325120059
410,70,8450,2fmCon,4,6,2,0,10,2009,1109,4,GasA,Y,1054,0,2008,150628.786802278
411,71,8800,1Fam,7,5,1,0,5,2007,912,4,GasA,Y,1616,0,2007,181709.995736201
412,63,8400,TwnhsE,7,5,1,0,9,1940,528,3,GasA,Y,1301,0,2008,168040.21264743
413,75,21535,1Fam,7,5,2,1,5,2004,930,2,GasA,Y,1220,0,2008,180516.559634884
414,,5000,TwnhsE,9,5,2,0,6,2003,778,3,GasA,Y,1922,0,2006,200769.375549896
415,63,8834,1Fam,7,5,1,1,4,1967,742,4,GasA,Y,788,0,2007,121624.088721481
416,65,10628,1Fam,5,5,2,0,6,2006,1650,3,GasA,Y,1092,0,2009,179362.599235788
417,,10382,1Fam,9,5,2,0,6,1918,1436,4,GasA,Y,1226,0,2008,236848.763696886
418,,17920,1Fam,7,3,2,0,6,1960,1362,1,GasA,Y,1077,0,2007,138434.864949288
419,111,11782,1Fam,5,5,2,1,7,1910,1113,3,GasA,N,938,0,2009,91944.0527861269
420,,12095,1Fam,6,5,2,0,8,1940,1516,2,GasA,Y,1836,0,2009,209355.918504964
421,,12274,1Fam,6,6,1,0,8,1941,948,3,GasA,Y,1616,0,2008,187724.399995215
422,82,11228,1Fam,8,3,2,0,10,2004,462,2,GasA,Y,1301,0,2009,202517.750788481
423,60,16647,1Fam,6,5,2,0,6,2004,1372,3,GasA,N,2200,0,2006,196377.705815479
424,65,10448,1Fam,5,5,2,1,4,2003,1606,2,GasA,Y,1976,0,2006,247095.585712733
425,80,5825,1Fam,6,7,1,0,6,1940,761,3,GasA,Y,1949,0,2007,142835.820342389
426,50,14006,1Fam,6,5,2,0,5,1998,981,2,GasA,Y,2161,0,2006,189243.459769431
427,70,14585,1Fam,6,6,2,0,8,1939,1792,3,GasA,Y,1389,0,2006,220640.894424285
428,64,8635,1Fam,4,5,2,1,12,1999,2392,2,GasA,Y,800,0,2006,225440.396798796
429,75,14963,1Fam,7,5,1,1,7,1949,755,4,GasA,Y,1376,0,2007,146604.716998137
430,78,9170,1Fam,5,5,2,1,7,1976,1232,2,GasA,Y,1518,0,2009,206849.219975346
431,92,8846,1Fam,4,5,2,1,8,1966,1602,3,GasA,Y,1344,0,2008,130138.910493518
432,98,7943,1Fam,6,5,2,0,8,1915,709,2,GasA,Y,1509,0,2006,131536.346766784
433,65,11210,1Fam,6,7,1,1,4,1958,1059,2,GasA,Y,1056,0,2009,160397.925257496
434,50,5825,1Fam,5,5,2,0,7,1957,780,3,GasA,Y,2259,0,2009,139820.206317556
435,85,12772,1Fam,5,5,1,0,8,2006,1694,3,GasA,Y,1040,0,2007,161708.660210576
436,130,10839,1Fam,5,6,1,0,8,1968,894,3,GasA,Y,2046,0,2008,178540.55051033
437,,8410,1Fam,6,6,2,0,9,2004,1606,2,GasA,N,1820,0,2009,241865.18451697
438,,7162,1Fam,6,5,2,1,6,2008,756,2,GasA,Y,2046,0,2007,220967.183588738
439,104,11639,1Fam,4,5,1,1,8,1965,1822,3,GasA,Y,1559,0,2010,145616.244594793
440,60,13474,Duplex,5,5,1,1,6,1982,744,3,GasA,Y,789,0,2009,84744.2629929707
441,45,16466,1Fam,5,6,2,1,6,1966,1344,4,GasA,Y,1728,0,2006,174207.061629833
442,62,15593,1Fam,4,5,2,0,7,2007,608,2,GasA,Y,904,0,2009,134527.374005842
443,,13695,1Fam,4,5,1,0,4,2003,1905,1,GasA,Y,1102,0,2009,218729.4855274
444,79,7758,1Fam,6,6,1,0,5,1983,864,3,GasA,Y,970,0,2007,128872.202955987
445,60,8405,1Fam,6,9,1,1,10,2007,864,4,GasA,Y,1385,0,2010,215520.137073331
446,77,12122,1Fam,7,5,1,0,5,2001,859,3,GasA,Y,943,0,2010,140792.474660949
447,74,7200,1Fam,5,6,2,0,7,2002,716,3,GasA,Y,1362,0,2007,151532.456909487
448,,21535,1Fam,7,5,1,1,6,2004,700,2,GasA,Y,1322,0,2009,212979.328444634
449,60,11029,1Fam,8,5,2,0,7,1965,1408,3,GasA,Y,987,0,2007,179446.503239361
450,75,9675,1Fam,5,5,2,1,8,1923,1253,2,GasA,Y,912,0,2010,117216.319205791
451,,7800,1Fam,5,5,2,1,11,1960,750,3,GasA,Y,1301,0,2006,123424.015839106
452,67,7917,1Fam,6,5,1,1,7,1955,958,3,GasA,Y,1656,0,2010,163564.715918258
453,80,7060,1Fam,8,6,2,0,6,1997,1436,2,GasA,Y,1369,0,2007,263695.240121054
454,61,9180,1Fam,6,6,2,0,7,2005,991,3,GasA,Y,1886,0,2008,221911.234585615
455,21,5684,Twnhs,9,6,1,0,9,1981,1052,3,GasA,Y,1501,0,2008,206708.655203736
456,103,10084,1Fam,6,5,1,0,8,1964,1650,3,GasA,Y,2082,0,2008,181712.403575266
457,40,11075,1Fam,6,5,1,1,7,1985,940,2,GasA,Y,1969,0,2009,193233.410853561
458,68,9800,1Fam,6,6,2,1,8,2003,1580,1,GasA,Y,1620,0,2009,252838.872062362
459,,9000,1Fam,5,5,2,1,6,1998,816,3,GasA,Y,1566,0,2009,179452.448812121
460,,7150,Duplex,6,5,2,1,6,1978,1029,3,GasA,Y,1728,0,2006,168038.277640999
461,59,13000,1Fam,7,8,1,1,6,1966,1029,2,GasA,Y,1269,0,2007,181280.750125144
462,,13500,1Fam,9,6,2,1,6,1959,755,2,GasA,Y,2358,0,2006,290128.356002433
463,77,7931,1Fam,4,5,2,1,5,2005,836,3,GasA,Y,3608,0,2010,280438.06334686
464,,7560,TwnhsE,7,5,2,1,4,1925,880,2,GasA,Y,2291,0,2008,221929.331543485
465,52,11029,1Fam,6,5,2,0,2,2007,0,3,GasA,Y,800,0,2007,134176.65102753
466,70,11900,1Fam,5,6,1,1,6,2007,1003,3,GasA,Y,1535,0,2007,155604.628953713
467,80,11838,1Fam,8,7,2,1,6,1976,1281,4,GasA,Y,987,0,2009,213830.834966479
468,64,15593,1Fam,6,5,2,0,12,1928,1249,2,GasA,Y,1774,0,2006,163744.10311388
469,59,11316,1Fam,6,6,1,0,6,1949,1059,3,GasA,Y,2531,0,2009,188658.983116912
470,60,4400,1Fam,5,2,2,1,6,2000,855,4,GasA,Y,3395,0,2008,179702.848411545
471,,12735,1Fam,8,5,1,0,6,2002,872,4,GasA,Y,1200,0,2010,217123.001917074
472,36,19900,1Fam,5,5,2,0,6,2009,585,3,GasA,Y,1216,0,2006,158032.223960126
473,70,7937,1Fam,4,5,1,1,8,1969,1232,3,GasA,Y,1340,0,2009,132697.204431083
474,,8125,1Fam,5,4,2,0,6,1955,795,2,GasA,N,2418,0,2008,161958.773232616
475,60,10084,1Fam,5,7,1,0,6,1970,689,3,GasA,Y,1578,0,2008,168686.460104479
476,44,7015,TwnhsE,4,5,1,0,5,1982,938,6,GasA,Y,1053,0,2010,89811.919093411
477,88,9000,1Fam,8,4,2,0,8,1983,2042,3,GasA,Y,1056,0,2008,251955.88292129
478,57,7420,1Fam,5,5,2,1,10,1969,1095,3,GasA,Y,752,0,2008,124382.924063412
479,21,13710,Duplex,7,4,2,1,8,1957,975,2,GasA,Y,1226,0,2009,131334.840935103
480,60,13346,2fmCon,5,5,2,1,5,1882,915,3,GasA,Y,912,0,2007,112853.034428621
481,70,8235,1Fam,5,5,2,2,6,2005,680,3,GasA,Y,2380,0,2008,151095.003946348
482,,8846,1Fam,2,6,1,0,7,2007,1728,3,GasA,Y,1976,0,2010,218418.146936792
483,50,6270,1Fam,4,6,1,1,5,1965,1188,2,GasA,Y,1511,0,2008,111918.484412471
484,65,15611,1Fam,5,9,3,0,6,1959,1588,4,GasA,Y,2614,0,2007,207778.067320232
485,,9200,1Fam,5,6,1,0,5,1988,360,2,GasA,Y,1510,0,2006,177604.124819647
486,78,6000,1Fam,5,5,1,1,8,1892,1440,3,GasA,Y,1479,0,2007,133233.351624101
487,80,10208,1Fam,6,5,2,1,8,1970,768,2,GasA,Y,912,0,2006,128076.62429526
488,81,8281,1Fam,5,7,2,1,6,2006,384,3,GasA,Y,1728,0,2009,168375.925266147
489,60,7259,1Fam,7,5,1,0,5,1910,1643,3,GasA,Y,1867,0,2008,200993.693111456
490,60,4403,1Fam,8,5,1,1,9,1955,1593,4,GasA,Y,1529,0,2007,204486.516225453
491,,14230,Duplex,5,5,2,0,6,2007,1090,2,GasA,Y,1576,0,2007,195109.35290755
492,54,11838,TwnhsE,4,8,1,1,10,1984,2330,2,GasA,Y,1666,0,2007,203363.890288522
493,30,10480,1Fam,6,6,2,0,9,2004,1390,3,GasA,Y,1712,0,2007,217958.626514145
494,75,9400,1Fam,5,5,1,0,6,1950,1262,3,GasA,Y,813,0,2010,151993.614585058
495,65,11600,1Fam,8,5,1,0,8,1988,1809,3,GasA,Y,1851,0,2009,288118.072757601
496,21,7535,1Fam,4,5,1,1,6,1920,840,3,GasA,Y,1426,0,2007,149222.814571164
497,,6060,1Fam,8,5,2,0,10,2003,1442,4,GasA,Y,1244,0,2010,252648.949040987
498,,13005,TwnhsE,5,5,2,0,7,1972,1107,4,GasA,Y,1320,0,2008,168758.901489012
499,82,6204,1Fam,5,7,2,1,5,2001,794,1,GasA,Y,1679,0,2008,194611.735793434
500,,12342,1Fam,5,8,2,0,5,1918,880,2,GasA,Y,1680,0,2008,166219.611777314
501,140,11409,1Fam,7,8,2,0,7,1900,1212,3,GasA,Y,1489,0,2010,169314.923090933
502,47,8410,1Fam,7,4,2,0,6,1906,319,2,GasA,Y,1120,0,2009,111957.571378789
503,65,3675,1Fam,5,7,1,0,5,2002,1057,4,GasA,Y,1986,0,2009,200620.717880969
504,76,9819,1Fam,5,5,1,0,6,1935,876,3,GasA,Y,1057,0,2010,101924.542430723
505,60,21872,1Fam,8,5,1,0,7,1941,1563,3,GasA,Y,1052,0,2007,219679.033011726
506,60,3072,1Fam,5,5,1,0,6,1988,1484,3,GasA,Y,1494,0,2006,174450.370267794
507,60,3072,1Fam,6,4,2,0,4,1958,1200,3,GasA,Y,1550,0,2007,154213.502097481
508,30,11885,2fmCon,5,7,2,0,5,2001,1164,2,GasA,Y,1426,0,2006,180250.346439578
509,21,12168,1Fam,7,7,1,0,5,2009,1114,2,GasA,Y,1656,0,2006,208892.398273282
510,,10800,1Fam,6,5,1,0,5,1976,1614,3,GasA,Y,987,0,2008,170881.905755447
511,68,10896,1Fam,7,5,1,0,10,2003,1434,1,GasA,Y,2078,0,2006,271079.011400985
512,,11600,1Fam,5,5,1,0,6,1976,1713,3,GasA,Y,1728,0,2009,205046.962114001
513,105,9800,1Fam,7,5,2,1,7,2009,707,3,GasA,Y,1656,0,2006,195289.605588451
514,,9000,1Fam,5,5,2,0,4,2003,1088,2,GasA,Y,1928,0,2010,208033.693918539
515,90,6120,1Fam,7,4,1,1,4,1970,1484,3,GasA,Y,1382,0,2007,177075.737989092
516,55,7200,1Fam,7,5,1,0,5,2006,808,3,GasA,Y,2022,0,2009,205306.145721061
517,67,10652,1Fam,6,5,1,0,5,1956,849,4,GasA,Y,1228,0,2007,133797.879203441
518,72,6240,1Fam,5,5,2,0,5,1997,1026,2,GasA,Y,2643,0,2010,143178.919892998
519,50,3500,1Fam,8,5,2,0,4,2003,1237,3,GasA,Y,2775,0,2007,318103.775165286
520,121,8450,1Fam,8,5,1,0,8,1974,2121,3,GasA,Y,1144,0,2009,270682.116104569
521,75,8530,1Fam,6,5,1,0,6,1957,859,4,GasA,Y,2110,0,2009,179979.567217271
522,,7800,1Fam,7,5,2,0,5,1925,384,3,GasA,Y,1620,0,2009,175742.313600432
523,50,2544,1Fam,5,6,2,1,10,1998,0,3,GasA,Y,1795,0,2007,128240.38600744
524,40,7472,1Fam,7,5,3,1,6,1999,2216,3,GasA,Y,1180,0,2007,223445.389443984
525,64,10839,1Fam,7,5,2,1,4,1939,975,2,GasA,Y,2078,0,2007,208157.993788187
526,60,4800,1Fam,6,5,1,0,8,1893,1200,2,GasA,Y,1954,0,2006,122918.784771699
527,60,13000,1Fam,7,5,2,0,6,1983,1200,3,GasA,Y,1215,0,2007,151566.578262517
528,53,11250,1Fam,7,5,1,0,4,2004,636,4,GasA,Y,2046,0,2008,186218.30963169
529,47,8593,Duplex,7,5,1,0,7,2001,728,3,GasA,Y,1279,0,2009,163378.350042332
530,101,13125,1Fam,2,6,1,1,7,1966,1560,2,GasA,Y,1869,0,2007,175052.382330642
531,70,6173,1Fam,5,5,2,0,8,1990,1214,6,GasA,Y,900,0,2006,177464.584080518
532,64,9947,1Fam,9,5,2,1,7,1990,1237,3,GasA,Y,902,0,2006,195570.626140425
533,81,17140,1Fam,9,5,2,1,5,1968,1151,2,GasA,Y,2728,0,2010,305180.751469646
534,66,19296,1Fam,5,5,2,0,6,1960,1040,2,GasA,Y,1200,0,2008,152631.738305554
535,70,6993,1Fam,7,7,1,0,6,1972,912,1,GasA,N,1200,0,2009,150497.506173948
536,106,10918,1Fam,9,5,2,1,4,2003,1080,3,GasA,Y,1573,0,2008,220879.112901985
537,50,10395,1Fam,6,8,1,1,6,1959,1157,3,GasA,Y,1218,0,2010,204004.183093528
538,50,8730,1Fam,7,5,2,1,6,1910,970,3,GasA,Y,1152,0,2008,105172.886304029
