LotFrontage,LotArea,BldgType1Fam,BldgType2fmCon,BldgTypeDuplex,BldgTypeTwnhs,BldgTypeTwnhsE,OverallQual,OverallCond,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,HeatingGasA,HeatingGasW,HeatingGrav,HeatingWall,CentralAirN,CentralAirY,GrLivArea,PoolArea,YrSold,SalePrice
80,10400,1,0,0,0,0,7,5,2,1,7,1913,1097,2,1,0,0,0,0,1,987,0,2007,137232.895154917
60,15138,1,0,0,0,0,5,7,2,0,5,2001,736,4,1,0,0,0,0,1,1768,0,2009,173621.415401633
50,8925,0,0,0,0,1,5,5,2,1,5,2002,825,3,1,0,0,0,0,1,796,0,2010,113855.069018316
69.7719596646823,19900,1,0,0,0,0,5,6,1,0,5,2003,1848,4,1,0,0,0,0,1,1734,0,2006,230568.884036573
75,7844,1,0,0,0,0,5,3,1,0,6,1994,938,4,1,0,0,0,0,1,1057,0,2008,108145.900599691
77,17043,1,0,0,0,0,5,5,2,0,6,1983,1165,2,1,0,0,0,0,1,1322,0,2009,154970.938092396
80,9337,1,0,0,0,0,7,7,1,0,8,2006,1728,4,1,0,0,0,0,1,747,0,2008,223995.420813889
80,9600,1,0,0,0,0,6,5,2,0,7,2009,1262,3,1,0,0,0,0,1,2324,0,2006,253570.769778456
59,14000,1,0,0,0,0,5,5,1,0,4,1962,1056,3,1,0,0,0,0,1,1200,0,2007,127886.985154171
88,9803,1,0,0,0,0,7,5,2,1,9,1976,654,4,1,0,0,0,0,1,1340,0,2007,121461.997929559
77,13478,1,0,0,0,0,8,5,2,0,7,1957,1269,4,1,0,0,0,0,1,1092,0,2009,180519.220054491
89,9430,1,0,0,0,0,7,6,1,0,6,2004,774,3,1,0,0,0,0,1,2060,0,2010,242879.805185688
72,9803,1,0,0,0,0,6,4,1,1,5,1997,828,3,1,0,0,0,0,1,1601,0,2009,180387.654096838
80,7244,0,0,0,1,0,6,6,2,0,7,1958,1258,2,1,0,0,0,0,1,1714,0,2007,112989.032774348
65,11075,1,0,0,0,0,6,6,1,1,11,1930,728,2,1,0,0,0,0,1,1663,0,2006,158068.272380403
70,12665,1,0,0,0,0,5,7,1,0,5,1954,1092,4,1,0,0,0,0,1,1262,0,2007,158252.636549856
32,7795,1,0,0,0,0,6,5,1,1,6,1920,1004,2,1,0,0,0,0,1,1911,0,2006,196946.990163138
75,7388,1,0,0,0,0,8,8,1,1,4,1961,1007,3,1,0,0,0,0,1,1319,0,2008,210898.01271164
60,25419,1,0,0,0,0,8,9,2,1,6,1973,384,3,1,0,0,0,0,1,2069,0,2009,254931.209657903
70,14191,1,0,0,0,0,5,6,1,0,5,1908,884,3,1,0,0,0,0,1,2630,0,2006,191824.769346427
96,4403,1,0,0,0,0,5,7,2,0,6,1998,849,4,1,0,0,0,0,1,832,0,2007,147964.404697045
129,8737,1,0,0,0,0,6,5,1,1,6,1971,2000,3,1,0,0,0,0,1,1839,0,2006,163976.831186262
50,8246,1,0,0,0,0,5,5,1,1,6,1999,768,2,1,0,0,0,0,1,1494,0,2006,207065.515829208
21,8600,1,0,0,0,0,7,8,2,1,5,1916,0,3,1,0,0,0,0,1,2229,0,2009,162435.443593113
60,19296,1,0,0,0,0,8,5,1,0,7,1954,864,4,1,0,0,0,0,1,1557,0,2008,206630.947491415
32,1680,1,0,0,0,0,4,7,2,0,7,1942,1145,3,1,0,0,0,0,1,1959,0,2009,139479.223764867
30,9600,0,0,0,0,1,7,7,2,0,6,1990,1350,2,1,0,0,0,0,1,1194,0,2009,185731.620027166
87,8125,1,0,0,0,0,8,5,2,1,6,2008,900,1,1,0,0,0,0,1,1788,0,2007,221632.775488061
50,12400,1,0,0,0,0,7,6,1,1,6,1992,0,4,1,0,0,0,0,1,1098,0,2009,157116.186793715
60,6911,1,0,0,0,0,6,5,1,0,6,1880,1734,3,1,0,0,0,0,1,2207,0,2007,134062.174578221
66,10927,1,0,0,0,0,7,7,2,1,8,1925,840,3,1,0,0,0,0,1,1003,0,2008,133424.117883297
98,21750,0,0,0,0,1,7,6,1,1,6,2006,483,5,1,0,0,0,0,1,2713,0,2007,258365.376428224
60,10207,1,0,0,0,0,5,5,2,0,6,2001,462,4,1,0,0,0,0,1,2504,0,2009,180075.161380614
69.7719596646823,8246,1,0,0,0,0,7,5,1,1,9,1983,1041,3,1,0,0,0,1,0,1826,0,2008,214562.073120182
60,9600,1,0,0,0,0,6,6,2,0,5,2003,950,3,1,0,0,0,0,1,1121,0,2010,176103.441323659
80,2651,1,0,0,0,0,6,5,1,0,6,1949,741,6,1,0,0,0,0,1,1720,0,2006,146700.01213332
63,10237,0,1,0,0,0,7,5,2,0,5,1997,1370,2,1,0,0,0,0,1,1248,0,2008,217271.466056546
50,15865,1,0,0,0,0,5,7,2,0,8,1973,845,3,1,0,0,0,0,1,1800,0,2006,164350.268342538
69.7719596646823,10690,1,0,0,0,0,8,6,2,1,10,2006,1302,2,1,0,0,0,0,1,2324,0,2009,352058.552975409
69.7719596646823,16659,0,1,0,0,0,6,5,1,0,7,1955,936,4,1,0,0,0,0,1,1362,0,2007,171374.058705896
80,5350,1,0,0,0,0,7,5,1,0,6,1988,1196,3,1,0,0,0,0,1,1392,0,2007,186760.547145828
43,10364,1,0,0,0,0,5,5,1,1,10,1991,1614,4,1,0,0,0,0,1,1229,0,2008,187125.303892119
69.7719596646823,13400,1,0,0,0,0,5,5,2,1,6,1936,1057,3,0,0,0,1,0,1,1986,0,2009,183729.729936357
85,7577,1,0,0,0,0,7,5,2,1,8,1963,1134,2,1,0,0,0,0,1,1558,0,2007,178411.330520903
69.7719596646823,7226,1,0,0,0,0,7,7,2,1,4,1949,777,3,1,0,0,0,0,1,2013,0,2008,207964.611311991
60,8500,1,0,0,0,0,5,6,1,1,5,1914,912,3,1,0,0,0,0,1,1337,0,2010,142766.458898618
42,10020,1,0,0,0,0,5,6,3,0,5,1925,630,3,1,0,0,0,0,1,899,0,2009,71165.7624445465
69.7719596646823,9873,1,0,0,0,0,6,6,1,0,2,2007,849,3,1,0,0,0,0,1,1960,0,2007,186427.549011235
61,8740,1,0,0,0,0,5,6,2,0,6,2007,948,3,1,0,0,0,0,1,1978,0,2006,217306.603419836
97,10800,1,0,0,0,0,5,4,1,0,5,1945,576,5,1,0,0,0,0,1,841,0,2007,85249.6758080221
81,7200,1,0,0,0,0,7,5,1,1,3,1946,1151,2,1,0,0,0,1,0,848,0,2010,115906.911936719
92,7244,1,0,0,0,0,7,7,2,0,6,2002,2330,3,1,0,0,0,0,1,1200,0,2007,222449.287464483
75,9590,1,0,0,0,0,9,6,2,0,8,1958,1258,3,1,0,0,0,0,1,1200,0,2009,215565.549714144
60,17600,1,0,0,0,0,5,7,1,1,7,1956,907,3,1,0,0,0,0,1,1392,0,2010,116104.52365964
70,4438,1,0,0,0,0,7,5,2,0,6,2004,808,2,1,0,0,0,0,1,1590,0,2007,198168.03904058
77,3500,1,0,0,0,0,9,2,2,1,11,2001,1216,3,0,1,0,0,0,1,1269,0,2010,254717.273608144
60,11146,1,0,0,0,0,6,5,2,0,8,2006,793,2,1,0,0,0,0,1,1080,0,2006,139528.467466396
90,9000,1,0,0,0,0,7,4,2,1,6,2009,1440,3,1,0,0,0,0,1,1717,0,2008,232459.733111069
21,10603,1,0,0,0,0,6,5,2,0,6,1985,892,3,1,0,0,0,0,1,2715,0,2006,198014.323779077
74,27650,1,0,0,0,0,8,5,2,0,6,2004,713,3,1,0,0,0,0,1,1056,0,2010,207715.671268661
69.7719596646823,3072,0,0,0,0,1,5,5,2,0,5,1920,1581,3,1,0,0,0,0,1,2259,0,2009,160836.772693949
69.7719596646823,8450,0,0,0,0,1,6,7,1,0,6,2005,1337,3,1,0,0,0,1,0,832,0,2006,150416.467678888
55,17043,1,0,0,0,0,6,7,1,0,9,1998,728,3,1,0,0,0,1,0,1392,0,2008,151767.289415325
69.7719596646823,11443,1,0,0,0,0,7,6,2,1,8,2006,528,3,1,0,0,0,0,1,2020,0,2008,204892.13618401
97,8963,1,0,0,0,0,4,7,2,1,6,1936,713,3,1,0,0,0,0,1,4676,0,2009,261606.616913967
70,11923,1,0,0,0,0,7,6,1,0,5,1885,1580,3,1,0,0,0,0,1,1350,0,2008,165937.128101501
60,10665,1,0,0,0,0,6,5,2,0,12,2002,1684,4,1,0,0,0,0,1,1472,0,2006,183799.867514949
69.7719596646823,5389,1,0,0,0,0,5,7,1,1,6,2002,1437,3,1,0,0,0,0,1,1120,0,2007,200294.445537315
74,10800,1,0,0,0,0,6,4,2,1,6,1974,864,4,1,0,0,0,0,1,1535,0,2009,145364.911814621
69.7719596646823,5500,1,0,0,0,0,5,5,1,0,9,1956,689,2,1,0,0,0,0,1,1509,0,2007,121302.903214724
70,8500,1,0,0,0,0,7,5,2,1,4,2007,650,3,1,0,0,0,0,1,1712,0,2009,226942.558740512
90,11248,1,0,0,0,0,5,5,1,0,7,2003,1302,4,1,0,0,0,0,1,1314,0,2010,144004.584232782
121,27650,0,0,0,1,0,8,4,1,1,4,1994,1253,3,1,0,0,0,0,1,2290,0,2007,231455.550293422
69,11275,1,0,0,0,0,6,5,1,1,8,2007,1800,3,1,0,0,0,0,1,1635,0,2010,215210.934522763
69.7719596646823,9600,1,0,0,0,0,5,4,2,1,8,1939,943,3,1,0,0,0,0,1,1086,0,2010,131404.095164446
50,8163,1,0,0,0,0,7,5,2,0,6,2004,676,3,1,0,0,0,0,1,1253,0,2008,180449.746983702
60,9554,1,0,0,0,0,7,6,2,1,7,1982,844,4,1,0,0,0,0,1,943,0,2008,152413.381289458
60,8199,1,0,0,0,0,7,5,2,0,4,1920,1792,2,1,0,0,0,0,1,1123,0,2007,154106.211631709
55,4928,1,0,0,0,0,7,5,2,1,8,2004,1268,3,1,0,0,0,0,1,2466,0,2008,258931.63615116
69.7719596646823,9297,1,0,0,0,0,5,5,2,1,10,1920,1240,2,1,0,0,0,0,1,864,0,2007,132325.565140871
80,19378,1,0,0,0,0,5,5,1,1,10,2007,1065,3,1,0,0,0,0,1,1365,0,2008,158479.231221993
69.7719596646823,21695,0,0,0,0,1,8,5,1,0,9,1920,1362,2,1,0,0,0,0,1,1867,0,2009,219912.850711905
60,9554,1,0,0,0,0,5,5,1,0,8,2000,1060,2,1,0,0,0,0,1,1178,0,2007,152361.423027891
34,19900,1,0,0,0,0,7,5,2,1,10,1960,725,2,0,0,1,0,0,1,1094,0,2007,110944.86685016
69.7719596646823,9500,1,0,0,0,0,6,5,2,0,7,1966,1582,3,1,0,0,0,0,1,1350,0,2007,220229.316886374
74,9100,1,0,0,0,0,7,7,1,2,5,1999,1488,2,1,0,0,0,0,1,1509,0,2007,202108.822349207
70,7000,1,0,0,0,0,5,7,1,1,5,1931,0,3,1,0,0,0,0,1,1505,0,2009,137140.734972901
61,13811,1,0,0,0,0,5,4,1,0,7,2005,1482,3,1,0,0,0,0,1,2172,0,2007,221713.97473824
52,17423,1,0,0,0,0,6,5,2,1,7,2001,1063,2,1,0,0,0,0,1,1824,0,2008,189342.822987648
70,9144,1,0,0,0,0,6,5,2,0,4,2007,1149,3,1,0,0,0,0,1,1301,0,2006,176885.733591874
55,7200,0,0,0,0,1,7,1,1,0,6,1959,928,3,1,0,0,0,0,1,2132,0,2008,172943.363380479
100,11317,1,0,0,0,0,8,6,2,0,5,1956,1316,4,1,0,0,0,0,1,1960,0,2010,258762.778986823
88,3675,0,1,0,0,0,6,5,2,0,6,1930,876,1,1,0,0,0,0,1,1456,0,2008,128279.26020363
85,25000,0,0,1,0,0,9,5,1,0,4,1977,864,2,1,0,0,0,0,1,1652,0,2007,229420.367232905
64,6897,1,0,0,0,0,5,5,2,0,5,1934,1092,2,1,0,0,0,0,1,2646,0,2007,158543.515216635
69.7719596646823,7758,1,0,0,0,0,7,4,2,1,10,1965,756,3,1,0,0,0,0,1,987,0,2010,100917.861161388
57,12108,1,0,0,0,0,6,5,1,0,5,1998,1362,2,1,0,0,0,0,1,1144,0,2007,149895.883967488
74,9018,1,0,0,0,0,6,5,1,1,6,1972,660,3,1,0,0,0,0,1,2392,0,2010,179217.485562143
108,11143,1,0,0,0,0,6,5,0,1,5,2005,832,1,1,0,0,0,1,0,1242,0,2008,155502.521447101
86,15611,1,0,0,0,0,7,6,2,0,6,1993,1010,2,1,0,0,0,0,1,1993,0,2008,275499.468027503
75,12090,1,0,0,0,0,9,6,3,0,3,1976,1004,3,1,0,0,0,0,1,987,0,2009,220884.069984985
69.7719596646823,8892,1,0,0,0,0,5,5,1,0,6,2003,988,3,1,0,0,0,0,1,1792,0,2008,152987.35052863
43,2308,1,0,0,0,0,5,7,2,1,6,2009,796,3,1,0,0,0,0,1,1743,0,2007,199159.151571116
65,3880,1,0,0,0,0,6,7,2,1,6,2003,912,3,0,1,0,0,0,1,1786,0,2007,219455.312838414
60,7264,1,0,0,0,0,8,5,1,0,5,1955,784,3,1,0,0,0,0,1,1694,0,2007,186176.092929778
85,8532,1,0,0,0,0,5,5,2,0,8,1910,1482,2,1,0,0,0,0,1,1505,0,2009,133344.306727583
82,8012,1,0,0,0,0,5,5,2,0,7,1996,1088,3,1,0,0,0,0,1,1140,0,2010,116907.052228934
111,4043,1,0,0,0,0,5,5,2,0,6,2007,1452,3,1,0,0,0,0,1,988,0,2010,165585.38576862
60,1890,0,0,0,1,0,5,6,1,0,6,2006,776,3,1,0,0,0,0,1,1692,0,2007,169901.117290456
50,4426,1,0,0,0,0,6,6,1,1,5,1967,845,4,1,0,0,0,0,1,1680,0,2007,158492.884347655
61,12144,1,0,0,0,0,5,5,2,0,5,1916,768,3,1,0,0,0,0,1,1362,0,2007,145236.180232785
90,9000,0,0,1,0,0,4,7,2,1,7,1998,1032,4,1,0,0,0,0,1,951,0,2007,154825.668803413
43,8120,1,0,0,0,0,8,5,1,1,5,1939,1602,2,1,0,0,0,0,1,1801,0,2007,254757.307871728
50,13265,0,0,0,0,1,4,6,2,0,8,1924,918,4,1,0,0,0,0,1,1548,0,2007,117721.51796176
69,8544,0,0,1,0,0,3,5,1,0,5,2007,768,3,1,0,0,0,0,1,1301,0,2008,135122.438550605
70,6768,1,0,0,0,0,5,5,2,0,8,1958,1050,3,1,0,0,0,0,1,1208,0,2009,133116.749944602
60,6324,1,0,0,0,0,5,2,2,1,4,1912,1064,3,1,0,0,0,0,1,1969,0,2008,92804.6620961107
50,8820,1,0,0,0,0,7,6,1,0,5,2006,1105,4,1,0,0,0,0,1,1761,0,2007,203533.009448495
50,11210,1,0,0,0,0,5,4,2,1,8,2004,1860,3,1,0,0,0,0,1,1728,0,2008,220363.362268523
60,7658,1,0,0,0,0,7,5,1,0,8,2007,637,2,1,0,0,0,0,1,866,0,2008,158114.116467283
90,14442,1,0,0,0,0,4,5,1,0,6,2004,778,4,1,0,0,0,0,1,968,0,2009,149650.058927628
69.7719596646823,9750,1,0,0,0,0,9,5,2,0,6,1976,1434,2,1,0,0,0,0,1,1159,0,2009,217421.06240329
84,5925,0,0,0,0,1,8,7,2,0,5,1960,960,4,1,0,0,0,0,1,1120,0,2007,169929.25101233
60,16659,1,0,0,0,0,5,5,2,0,4,1922,941,4,1,0,0,0,0,1,1766,0,2009,163663.830979121
96,10793,1,0,0,0,0,6,6,1,0,7,2004,761,2,1,0,0,0,0,1,894,0,2009,141974.493157516
122,21384,1,0,0,0,0,9,6,2,0,5,1930,1092,3,1,0,0,0,0,1,1733,0,2006,235888.894001356
70,9480,1,0,0,0,0,7,5,2,0,10,2000,847,4,1,0,0,0,0,1,1098,0,2007,178934.767526153
40,12342,0,1,0,0,0,5,5,1,1,5,2009,1194,3,1,0,0,0,0,1,2138,0,2008,179616.259001042
69.7719596646823,11120,1,0,0,0,0,7,8,1,1,6,2006,1347,3,1,0,0,0,0,1,1895,0,2007,247582.089156647
73,14977,0,0,0,0,1,8,5,3,0,7,1923,768,3,1,0,0,0,1,0,1244,0,2007,180213.778534052
80,6040,1,0,0,0,0,5,7,1,0,7,1920,1580,4,1,0,0,0,0,1,1228,0,2007,155273.418001326
41,8100,0,1,0,0,0,5,5,2,1,9,1990,756,4,1,0,0,0,0,1,1720,0,2010,168592.404846381
21,7134,1,0,0,0,0,6,4,1,0,5,2007,1293,4,1,0,0,0,1,0,2013,0,2010,159031.783347088
85,12099,1,0,0,0,0,7,5,1,1,7,1940,768,2,1,0,0,0,0,1,1800,0,2008,179912.063848118
107,8530,1,0,0,0,0,6,5,2,1,5,2009,1297,3,1,0,0,0,0,1,1229,0,2009,189091.85492356
60,4058,1,0,0,0,0,7,5,2,1,7,1999,572,3,1,0,0,0,0,1,1040,0,2010,134987.263196813
69.7719596646823,7252,1,0,0,0,0,5,7,1,1,4,1970,1156,3,1,0,0,0,0,1,1229,0,2010,160259.082164094
122,6000,0,1,0,0,0,6,7,2,0,6,2003,1417,1,1,0,0,0,0,1,1344,0,2006,162666.275260148
108,11075,1,0,0,0,0,5,5,1,1,10,1973,864,3,1,0,0,0,0,1,1958,0,2009,146047.119350518
83,5925,1,0,0,0,0,6,5,2,0,6,1996,1431,1,1,0,0,0,0,1,2414,0,2008,257666.450645855
41,8846,1,0,0,0,0,5,5,2,0,7,1967,907,3,1,0,0,0,0,1,848,0,2006,66265.0263121455
50,12257,1,0,0,0,0,5,6,1,0,6,2003,859,1,1,0,0,0,0,1,864,0,2007,150265.771811009
69.7719596646823,25000,1,0,0,0,0,4,5,2,0,8,2003,808,2,1,0,0,0,0,1,2138,0,2009,179516.2864333
55,7200,1,0,0,0,0,6,5,1,0,7,1912,940,1,1,0,0,0,0,1,1593,0,2009,131964.717050682
67,9150,1,0,0,0,0,9,5,2,1,8,1966,1926,3,1,0,0,0,0,1,1053,0,2006,242022.473320003
74,11988,0,0,1,0,0,8,6,1,0,7,2003,928,3,1,0,0,0,0,1,1176,0,2006,207867.392478617
42,7180,0,1,0,0,0,9,6,2,0,8,1972,1614,3,1,0,0,0,0,1,2031,0,2009,280861.450467517
32,9286,0,1,0,0,0,7,5,1,0,7,1965,960,3,1,0,0,0,0,1,3140,0,2010,171947.010104915
48,8800,1,0,0,0,0,5,5,2,0,7,1974,648,3,1,0,0,0,0,1,1709,0,2007,109690.438604047
69.7719596646823,13006,0,0,1,0,0,6,5,1,1,7,1993,1078,4,1,0,0,0,0,1,1368,0,2010,155994.128514692
69.7719596646823,7134,1,0,0,0,0,5,5,1,1,6,2008,1588,4,1,0,0,0,0,1,1048,0,2008,173675.479281744
69.7719596646823,8246,1,0,0,0,0,6,5,2,0,6,1914,660,4,1,0,0,0,0,1,864,0,2010,84431.1389022341
65,10628,1,0,0,0,0,6,5,1,1,8,2006,1437,3,1,0,0,0,0,1,1626,0,2009,184297.086738563
34,9920,1,0,0,0,0,5,7,1,0,7,2007,1244,3,1,0,0,0,0,1,1689,0,2009,163170.256105097
70,4800,1,0,0,0,0,7,5,1,1,7,1925,894,3,1,0,0,0,0,1,1665,0,2008,119984.920904235
94,10240,1,0,0,0,0,5,5,1,0,7,1958,774,2,1,0,0,0,1,0,1512,0,2007,142282.408784894
86,9675,1,0,0,0,0,5,5,2,0,5,1958,1291,3,1,0,0,0,0,1,1125,0,2009,139035.536316435
50,5500,1,0,0,0,0,4,5,1,0,7,1977,520,3,1,0,0,0,0,1,1050,0,2006,95252.8015299282
80,7244,1,0,0,0,0,7,5,2,0,5,1999,1039,3,1,0,0,0,0,1,1838,0,2008,211692.689220261
80,11443,0,0,1,0,0,7,5,2,1,7,1915,1095,4,1,0,0,0,0,1,912,0,2007,98551.8039015224
55,11143,0,0,0,1,0,5,5,2,0,8,2007,941,1,1,0,0,0,0,1,1372,0,2007,211817.936985023
60,12886,0,0,0,0,1,7,7,2,1,6,1910,0,3,1,0,0,0,0,1,1588,0,2008,172088.335493178
21,8544,1,0,0,0,0,7,5,2,0,5,1920,1385,3,1,0,0,0,0,1,1414,0,2007,120433.506475628
69.7719596646823,7200,1,0,0,0,0,8,7,1,1,7,1948,1158,3,1,0,0,0,0,1,1960,0,2007,273077.951582678
52,10650,1,0,0,0,0,5,7,1,0,6,1971,858,3,1,0,0,0,0,1,894,0,2007,123382.246494579
80,13000,1,0,0,0,0,6,5,2,1,6,1945,1396,3,1,0,0,0,0,1,1276,0,2007,144973.789859971
34,8800,1,0,0,0,0,6,5,1,0,6,1960,525,2,1,0,0,0,0,1,1287,0,2009,110813.418715498
40,5232,1,0,0,0,0,6,5,1,0,9,1936,1670,4,1,0,0,0,0,1,2274,0,2008,149290.143533359
53,13265,1,0,0,0,0,6,5,2,1,8,2001,1258,3,1,0,0,0,0,1,1721,0,2006,206890.424355807
69.7719596646823,6792,0,1,0,0,0,5,5,2,0,5,2006,1752,2,1,0,0,0,0,1,864,0,2006,197126.600750976
87,8777,0,0,0,1,0,8,5,2,1,7,1988,943,3,0,0,1,0,0,1,1656,0,2009,198412.86550673
48,4750,1,0,0,0,0,6,5,2,1,7,1964,999,3,1,0,0,0,0,1,1800,0,2008,152703.785564915
60,8123,1,0,0,0,0,5,5,2,0,7,1999,813,1,1,0,0,0,0,1,816,0,2006,115236.534409919
45,9760,1,0,0,0,0,10,6,1,1,7,1996,1004,3,1,0,0,0,0,1,1344,0,2008,261529.217923629
50,9170,1,0,0,0,0,6,6,2,0,6,1952,1120,2,1,0,0,0,0,1,1208,0,2007,126898.745946572
85,8248,0,0,1,0,0,5,6,1,1,6,2003,912,3,1,0,0,0,0,1,935,0,2008,165128.208840788
69.7719596646823,6780,1,0,0,0,0,5,5,2,0,10,1972,844,3,1,0,0,0,0,1,1419,0,2010,151778.613953345
44,10530,1,0,0,0,0,8,5,1,0,6,1900,1086,3,1,0,0,0,0,1,912,0,2010,157667.452761381
58,11885,0,0,0,0,1,7,5,2,0,4,2009,1063,3,1,0,0,0,0,1,1406,0,2007,183168.331540288
75,10141,1,0,0,0,0,6,5,1,0,5,2001,952,3,1,0,0,0,0,1,2256,0,2008,188774.777842315
65,5790,1,0,0,0,0,7,5,2,0,8,2007,817,3,1,0,0,0,0,1,1108,0,2007,161927.855651021
69.7719596646823,10552,1,0,0,0,0,7,5,2,0,10,1957,768,3,1,0,0,0,1,0,904,0,2009,134349.158643264
70,8121,0,0,0,0,1,6,6,2,0,8,1916,783,4,1,0,0,0,0,1,1635,0,2008,140726.855477659
69.7719596646823,11846,1,0,0,0,0,7,8,2,0,6,2007,689,3,1,0,0,0,0,1,1761,0,2009,197814.603001465
69.7719596646823,8405,1,0,0,0,0,8,6,1,0,6,1916,1406,3,1,0,0,0,0,1,2259,0,2010,231380.450102427
65,4388,1,0,0,0,0,5,9,1,0,7,2000,761,3,1,0,0,0,1,0,1795,0,2010,151176.325120059
70,8450,0,1,0,0,0,4,6,2,0,10,2009,1109,4,1,0,0,0,0,1,1054,0,2008,150628.786802278
71,8800,1,0,0,0,0,7,5,1,0,5,2007,912,4,1,0,0,0,0,1,1616,0,2007,181709.995736201
63,8400,0,0,0,0,1,7,5,1,0,9,1940,528,3,1,0,0,0,0,1,1301,0,2008,168040.21264743
75,21535,1,0,0,0,0,7,5,2,1,5,2004,930,2,1,0,0,0,0,1,1220,0,2008,180516.559634884
69.7719596646823,5000,0,0,0,0,1,9,5,2,0,6,2003,778,3,1,0,0,0,0,1,1922,0,2006,200769.375549896
63,8834,1,0,0,0,0,7,5,1,1,4,1967,742,4,1,0,0,0,0,1,788,0,2007,121624.088721481
65,10628,1,0,0,0,0,5,5,2,0,6,2006,1650,3,1,0,0,0,0,1,1092,0,2009,179362.599235788
69.7719596646823,10382,1,0,0,0,0,9,5,2,0,6,1918,1436,4,1,0,0,0,0,1,1226,0,2008,236848.763696886
69.7719596646823,17920,1,0,0,0,0,7,3,2,0,6,1960,1362,1,1,0,0,0,0,1,1077,0,2007,138434.864949288
111,11782,1,0,0,0,0,5,5,2,1,7,1910,1113,3,1,0,0,0,1,0,938,0,2009,91944.0527861269
69.7719596646823,12095,1,0,0,0,0,6,5,2,0,8,1940,1516,2,1,0,0,0,0,1,1836,0,2009,209355.918504964
69.7719596646823,12274,1,0,0,0,0,6,6,1,0,8,1941,948,3,1,0,0,0,0,1,1616,0,2008,187724.399995215
82,11228,1,0,0,0,0,8,3,2,0,10,2004,462,2,1,0,0,0,0,1,1301,0,2009,202517.750788481
60,16647,1,0,0,0,0,6,5,2,0,6,2004,1372,3,1,0,0,0,1,0,2200,0,2006,196377.705815479
65,10448,1,0,0,0,0,5,5,2,1,4,2003,1606,2,1,0,0,0,0,1,1976,0,2006,247095.585712733
80,5825,1,0,0,0,0,6,7,1,0,6,1940,761,3,1,0,0,0,0,1,1949,0,2007,142835.820342389
50,14006,1,0,0,0,0,6,5,2,0,5,1998,981,2,1,0,0,0,0,1,2161,0,2006,189243.459769431
70,14585,1,0,0,0,0,6,6,2,0,8,1939,1792,3,1,0,0,0,0,1,1389,0,2006,220640.894424285
64,8635,1,0,0,0,0,4,5,2,1,12,1999,2392,2,1,0,0,0,0,1,800,0,2006,225440.396798796
75,14963,1,0,0,0,0,7,5,1,1,7,1949,755,4,1,0,0,0,0,1,1376,0,2007,146604.716998137
78,9170,1,0,0,0,0,5,5,2,1,7,1976,1232,2,1,0,0,0,0,1,1518,0,2009,206849.219975346
92,8846,1,0,0,0,0,4,5,2,1,8,1966,1602,3,1,0,0,0,0,1,1344,0,2008,130138.910493518
98,7943,1,0,0,0,0,6,5,2,0,8,1915,709,2,1,0,0,0,0,1,1509,0,2006,131536.346766784
65,11210,1,0,0,0,0,6,7,1,1,4,1958,1059,2,1,0,0,0,0,1,1056,0,2009,160397.925257496
50,5825,1,0,0,0,0,5,5,2,0,7,1957,780,3,1,0,0,0,0,1,2259,0,2009,139820.206317556
85,12772,1,0,0,0,0,5,5,1,0,8,2006,1694,3,1,0,0,0,0,1,1040,0,2007,161708.660210576
130,10839,1,0,0,0,0,5,6,1,0,8,1968,894,3,1,0,0,0,0,1,2046,0,2008,178540.55051033
69.7719596646823,8410,1,0,0,0,0,6,6,2,0,9,2004,1606,2,1,0,0,0,1,0,1820,0,2009,241865.18451697
69.7719596646823,7162,1,0,0,0,0,6,5,2,1,6,2008,756,2,1,0,0,0,0,1,2046,0,2007,220967.183588738
104,11639,1,0,0,0,0,4,5,1,1,8,1965,1822,3,1,0,0,0,0,1,1559,0,2010,145616.244594793
60,13474,0,0,1,0,0,5,5,1,1,6,1982,744,3,1,0,0,0,0,1,789,0,2009,84744.2629929707
45,16466,1,0,0,0,0,5,6,2,1,6,1966,1344,4,1,0,0,0,0,1,1728,0,2006,174207.061629833
62,15593,1,0,0,0,0,4,5,2,0,7,2007,608,2,1,0,0,0,0,1,904,0,2009,134527.374005842
69.7719596646823,13695,1,0,0,0,0,4,5,1,0,4,2003,1905,1,1,0,0,0,0,1,1102,0,2009,218729.4855274
79,7758,1,0,0,0,0,6,6,1,0,5,1983,864,3,1,0,0,0,0,1,970,0,2007,128872.202955987
60,8405,1,0,0,0,0,6,9,1,1,10,2007,864,4,1,0,0,0,0,1,1385,0,2010,215520.137073331
77,12122,1,0,0,0,0,7,5,1,0,5,2001,859,3,1,0,0,0,0,1,943,0,2010,140792.474660949
74,7200,1,0,0,0,0,5,6,2,0,7,2002,716,3,1,0,0,0,0,1,1362,0,2007,151532.456909487
69.7719596646823,21535,1,0,0,0,0,7,5,1,1,6,2004,700,2,1,0,0,0,0,1,1322,0,2009,212979.328444634
60,11029,1,0,0,0,0,8,5,2,0,7,1965,1408,3,1,0,0,0,0,1,987,0,2007,179446.503239361
75,9675,1,0,0,0,0,5,5,2,1,8,1923,1253,2,1,0,0,0,0,1,912,0,2010,117216.319205791
69.7719596646823,7800,1,0,0,0,0,5,5,2,1,11,1960,750,3,1,0,0,0,0,1,1301,0,2006,123424.015839106
